Experiment,Timepoint,Chamber,Treatment,Colony,Coral,Location,delta_FTA,Turbidity,Gnet,Gnet2,mo2_turb_avg,mo2_turb
5,1,2,HS,1,1-Jan,NB,40.7,0.97,58.84486607,-4.707589286,-0.037311346,0.239894955
5,2,2,HS,1,1-Jan,NB,12.1,47.28,17.49441964,-1.399553571,1.020345493,1.17377352
5,3,2,HS,1,1-Jan,NB,4.2,42.68,6.072443182,-0.485795455,0.598008734,0.580895593
5,4,2,HS,1,1-Jan,NB,-4.6,49.98,-6.650771104,0.532061688,0.457444177,0.455339495
5,5,2,HS,1,1-Jan,NB,10.7,52.7,15.47027192,-1.237621753,0.413769592,0.395869562
5,6,2,HS,1,1-Jan,NB,-6.5,53.68,-9.397828734,0.751826299,0.51366573,0.540157598
5,7,2,HS,1,1-Jan,NB,-2.7,40,-3.903713474,0.312297078,0.553995484,0.475095852
5,8,2,HS,1,1-Jan,NB,-19.1,34.43,-27.61515828,2.209212662,0.53922995,0.556452504
5,9,2,HS,1,1-Jan,NB,2.9,36.48,4.192877435,-0.335430195,0.508009628,0.472984456
5,10,2,HS,1,1-Jan,NB,-35,33.13,-50.60369318,4.048295455,0.402383904,0.414875584
5,11,2,HS,1,1-Jan,NB,6.1,33.4,8.819500812,-0.705560065,0.450410403,0.463086115
5,12,2,HS,1,1-Jan,NB,16.9,26,24.43435471,-1.954748377,0.565934535,0.601545944
5,13,2,HS,1,1-Jan,NB,7,20.45,10.12073864,-0.809659091,0.422200299,0.361767926
5,14,2,HS,1,1-Jan,NB,-15.6,18.38,-22.55478896,1.804383117,0.512806682,0.55008942
5,15,2,HS,1,1-Jan,NB,0.3,14.73,0.433745942,-0.034699675,0.469767601,0.450939783
5,16,2,HS,1,1-Jan,NB,-2.2,11.1,-3.180803571,0.254464286,0.581572275,0.601276398
5,17,2,HS,1,1-Jan,NB,-4.6,9.81,-6.650771104,0.532061688,0.516190242,0.529701712
5,18,2,HS,1,1-Jan,NB,4.8,10.3,6.939935065,-0.555194805,0.742155378,0.70486168
5,19,2,HS,1,1-Jan,NB,21.9,9.24,31.66345373,-2.533076299,0.691627037,0.695265575
5,20,2,HS,1,1-Jan,NB,-0.1,7.83,-0.144581981,0.011566558,0.468249913,0.450008204
5,21,2,HS,1,1-Jan,NB,-3.8,6.71,-5.49411526,0.439529221,0.697036112,0.754070392
5,22,2,HS,1,1-Jan,NB,29.7,7.5,42.94084821,-3.435267857,0.321024637,0.330939057
5,23,2,HS,1,1-Jan,NB,0.4,7.22,0.578327922,-0.046266234,1.463811213,1.429579763
6,1,2,HS,4,7-Apr,NB,6.8,55.25,7.836236642,-0.626898931,-0.628139932,-0.260664755
6,2,2,HS,4,7-Apr,NB,-13.7,58.4,-15.78771206,1.263016965,0.028984414,0.067826982
6,3,2,HS,4,7-Apr,NB,0.7,54.2,0.806671419,-0.064533714,-0.420667051,-0.994181332
6,4,2,HS,4,7-Apr,NB,3.4,47.93,3.918118321,-0.313449466,-0.631383059,-0.113181316
6,5,2,HS,4,7-Apr,NB,1.4,44.23,1.613342838,-0.129067427,-0.198856146,-0.581755152
6,6,2,HS,4,7-Apr,NB,5.6,40.1,6.453371352,-0.516269708,-0.480793421,-0.528394195
6,7,2,HS,4,7-Apr,NB,2.8,32.78,3.226685676,-0.258134854,-0.496257535,-0.561520806
6,8,2,HS,4,7-Apr,NB,-11.1,28.15,-12.79150393,1.023320314,-0.659706081,-0.75294574
6,9,2,HS,4,7-Apr,NB,2.9,23.5,3.34192445,-0.267353956,-0.479491665,-0.524631219
6,10,2,HS,4,7-Apr,NB,2.7,22.15,3.111446902,-0.248915752,-0.41908332,-0.343350966
6,11,2,HS,4,7-Apr,NB,5.9,20.2,6.799087674,-0.543927014,-0.5176385,-0.556879807
6,12,2,HS,4,7-Apr,NB,-1.2,14.93,-1.38286529,0.110629223,-0.498621442,-0.422847532
6,13,2,HS,4,7-Apr,NB,-2.9,8.37,-3.34192445,0.267353956,-0.344573182,-0.374962551
6,14,2,HS,4,7-Apr,NB,0.1,7.3,0.115238774,-0.009219102,-0.386592362,-0.370358624
6,15,2,HS,4,7-Apr,NB,6.1,5.61,7.029565223,-0.562365218,-0.353074117,-0.304327608
6,16,2,HS,4,7-Apr,NB,7.3,4.8,8.412430512,-0.672994441,-0.294042427,-0.305712408
6,17,2,HS,4,7-Apr,NB,1,4.83,1.152387741,-0.092191019,-0.281645889,-0.22296848
6,18,2,HS,4,7-Apr,NB,-0.8,3.89,-0.921910193,0.073752815,-0.259110615,-0.276439424
6,19,2,HS,4,7-Apr,NB,11.1,3.78,12.79150393,-1.023320314,-0.243644209,-0.17449501
6,20,2,HS,4,7-Apr,NB,-0.3,3.97,-0.345716322,0.027657306,-0.186039106,-0.149681615
6,21,2,HS,4,7-Apr,NB,-5,3.65,-5.761938707,0.460955097,-0.07877598,-0.005354
6,22,2,HS,4,7-Apr,NB,15.9,4.07,18.32296509,-1.465837207,-0.197651829,-0.233059691
6,23,2,HS,4,7-Apr,NB,-1.8,4.55,-2.074297935,0.165943835,-0.274475139,-0.214441072
6,24,2,HS,4,7-Apr,NB,-1.8,2.77,-2.074297935,0.165943835,0.068681515,0.145971965
7,1,2,HS,6,7-Jun,SB,-11.7,1.25,-8.757042089,0.700563367,-0.107681748,-0.030158727
7,2,2,HS,6,7-Jun,SB,3.1,51.93,2.320241921,-0.185619354,0.090950906,0.123807443
7,3,2,HS,6,7-Jun,SB,-6.4,46.33,-4.790176869,0.38321415,0.242307661,0.288863579
7,4,2,HS,6,7-Jun,SB,1.9,37.75,1.422083758,-0.113766701,0.154103446,0.170789572
7,5,2,HS,6,7-Jun,SB,3.2,36.83,2.395088435,-0.191607075,0.201376228,0.20678063
7,6,2,HS,6,7-Jun,SB,-3.5,32.03,-2.619627975,0.209570238,0.178170281,0.164232016
7,7,2,HS,6,7-Jun,SB,29.1,25.6,21.78033545,-1.742426836,0.170381181,0.156578106
7,8,2,HS,6,7-Jun,SB,1.6,19.83,1.197544217,-0.095803537,0.220178326,0.27498261
7,9,2,HS,6,7-Jun,SB,-37.2,17.2,-27.84290305,2.227432244,0.387324288,0.468665487
7,10,2,HS,6,7-Jun,SB,16.2,15.33,12.1251352,-0.970010816,0.375521344,0.258502399
7,11,2,HS,6,7-Jun,SB,-4.2,19.65,-3.14355357,0.251484286,0.315608763,0.324300105
7,12,2,HS,6,7-Jun,SB,-1.3,15.35,-0.973004677,0.077840374,0.264407314,0.121654691
7,13,2,HS,6,7-Jun,SB,0.9,11,0.673618622,-0.05388949,0.168187772,0.254617876
7,14,2,HS,6,7-Jun,SB,-7.5,14.78,-5.613488519,0.449079081,0.139493609,0.122699707
7,15,2,HS,6,7-Jun,SB,15.5,12.48,11.60120961,-0.928096768,0.117850631,0.104642427
7,16,2,HS,6,7-Jun,SB,-14.4,12.3,-10.77789796,0.862231836,0.080031474,0.101414409
7,17,2,HS,6,7-Jun,SB,8,9.96,5.987721087,-0.479017687,0.153368338,0.216154388
7,18,2,HS,6,7-Jun,SB,-2.7,8.91,-2.020855867,0.161668469,0.088827956,0.011554279
7,19,2,HS,6,7-Jun,SB,-8,9.11,-5.987721087,0.479017687,0.101400968,0.127749244
7,20,2,HS,6,7-Jun,SB,-0.1,9.13,-0.074846514,0.005987721,0.099094421,0.101449537
7,21,2,HS,6,7-Jun,SB,-3.3,8.62,-2.469934948,0.197594796,0.309001925,0.516242277
7,22,2,HS,6,7-Jun,SB,-7.1,8.11,-5.314102464,0.425128197,0.086435419,0.107260914
7,23,2,HS,6,7-Jun,SB,1.5,7.32,1.122697704,-0.089815816,0.071918293,0.033142
7,24,2,HS,6,7-Jun,SB,-7.8,7.8,-5.838028059,0.467042245,0.163937179,0.17465828
8,1,2,HS,8,3-Aug,SB,13.7,2.81,24.80272445,-1.984217956,0.170528034,-0.140511823
8,2,2,HS,8,3-Aug,SB,6.5,54.93,11.76771598,-0.941417278,-0.033054807,0.044310942
8,3,2,HS,8,3-Aug,SB,21.9,57.83,39.64815076,-3.171852061,-0.002140799,0.043452035
8,4,2,HS,8,3-Aug,SB,1,53.53,1.810417843,-0.144833427,0.182825513,-0.545824152
8,5,2,HS,8,3-Aug,SB,-35.4,43.68,-64.08879164,5.127103331,-0.271866294,-0.148861044
8,6,2,HS,8,3-Aug,SB,3.8,40.85,6.879587804,-0.550367024,-0.146685529,-0.101982925
8,7,2,HS,8,3-Aug,SB,161.3,33.1,292.0203981,-23.36163185,-0.084868231,-0.058386033
8,8,2,HS,8,3-Aug,SB,14.4,33.4,26.07001694,-2.085601355,-0.054525927,-0.024511501
8,9,2,HS,8,3-Aug,SB,-11.5,26.78,-20.81980519,1.665584416,-0.012568793,0.020114378
8,10,2,HS,8,3-Aug,SB,-31.7,23.03,-57.39024562,4.59121965,0.157290113,0.174188873
8,11,2,HS,8,3-Aug,SB,-1.2,19.1,-2.172501412,0.173800113,0.154992165,0.128327626
8,12,2,HS,8,3-Aug,SB,1.7,18.55,3.077710333,-0.246216827,0.172599974,0.182691693
8,13,2,HS,8,3-Aug,SB,-3.8,17.48,-6.879587804,0.550367024,0.220873697,0.254705832
8,14,2,HS,8,3-Aug,SB,-1.3,15.83,-2.353543196,0.188283456,0.140050722,0.191145169
8,15,2,HS,8,3-Aug,SB,-1.6,12.98,-2.896668549,0.231733484,1.349577313,1.416453727
8,16,2,HS,8,3-Aug,SB,4,11.25,7.241671372,-0.57933371,0.758412388,0.715966507
8,17,2,HS,8,3-Aug,SB,4.7,10.8,8.508963862,-0.680717109,0.53279978,0.396650767
8,18,2,HS,8,3-Aug,SB,-4.3,10.09,-7.784796725,0.622783738,0.489992258,0.506613689
8,19,2,HS,8,3-Aug,SB,-1.6,10.38,-2.896668549,0.231733484,0.472026574,0.425824072
8,20,2,HS,8,3-Aug,SB,7.8,8.2,14.12125918,-1.129700734,0.249731926,0.35707196
8,21,2,HS,8,3-Aug,SB,-1.2,7.04,-2.172501412,0.173800113,0.262677068,0.265158562
8,22,2,HS,8,3-Aug,SB,-24.8,7.4,-44.89836251,3.591869001,0.388041697,0.303237282
8,23,2,HS,8,3-Aug,SB,21.2,8.51,38.38085827,-3.070468662,0.269262237,0.237417397
8,24,2,HS,8,3-Aug,SB,0.2,7.42,0.362083569,-0.028966685,0.18617199,0.124721739
9,1,2,HS,4,2-Apr,NB,-7.1,1.65,-6.545562371,0.52364499,-0.113034831,-0.273618676
9,2,2,HS,4,2-Apr,NB,-4.7,59.5,-4.332977908,0.346638233,-0.075557176,-0.027130461
9,3,2,HS,4,2-Apr,NB,-0.4,54.79,-0.368764077,0.029501126,-0.023864543,0.033027664
9,4,2,HS,4,2-Apr,NB,2.6,57.48,2.396966502,-0.19175732,0.162315986,0.22997393
9,5,2,HS,4,2-Apr,NB,1.1,49.09,1.014101212,-0.081128097,0.153498927,0.174624764
9,6,2,HS,4,2-Apr,NB,-9.8,40.35,-9.034719893,0.722777591,0.241250676,0.239309353
9,7,2,HS,4,2-Apr,NB,5.2,34.99,4.793933004,-0.38351464,0.138119635,0.246285277
9,8,2,HS,4,2-Apr,NB,29.2,47.59,26.91977764,-2.153582211,0.526376198,0.494436092
9,9,2,HS,4,2-Apr,NB,-4.1,31.18,-3.779831792,0.302386543,0.51686523,0.592674288
9,10,2,HS,4,2-Apr,NB,-0.4,26.28,-0.368764077,0.029501126,0.694401981,0.643536877
9,11,2,HS,4,2-Apr,NB,3.1,26.4,2.857921599,-0.228633728,0.457385515,0.448911571
9,12,2,HS,4,2-Apr,NB,-4.9,25,-4.517359946,0.361388796,0.22942146,0.240004114
9,13,2,HS,4,2-Apr,NB,-1.8,19.35,-1.659438348,0.132755068,0.221284299,0.194952834
9,14,2,HS,4,2-Apr,NB,-1.2,9.65,-1.106292232,0.088503379,0.135330773,0.176554528
9,15,2,HS,4,2-Apr,NB,-2.6,15.13,-2.396966502,0.19175732,0.185895933,0.206175007
9,16,2,HS,4,2-Apr,NB,5.5,11.96,5.070506062,-0.405640485,0.1862016,0.093176341
9,17,2,HS,4,2-Apr,NB,-6,10.81,-5.531461159,0.442516893,0.044969262,0.033029648
9,18,2,HS,4,2-Apr,NB,0.3,10.28,0.276573058,-0.022125845,0.165227676,0.159972729
9,19,2,HS,4,2-Apr,NB,-4.7,8.28,-4.332977908,0.346638233,0.414162189,0.423574561
9,20,2,HS,4,2-Apr,NB,-7.4,9.02,-6.822135429,0.545770834,0.275088787,0.292381999
9,21,2,HS,4,2-Apr,NB,-2.2,9.01,-2.028202425,0.162256194,0.223925713,0.22422964
9,22,2,HS,4,2-Apr,NB,-26,6.58,-23.96966502,1.917573202,0.203712305,0.222484075
9,23,2,HS,4,2-Apr,NB,-22.5,13.79,-20.74297935,1.659438348,-0.165321993,-0.050116113
9,24,2,HS,4,2-Apr,NB,15.3,43.9,14.10522595,-1.128418076,-0.152349722,-0.124931203
10,1,2,HS,3,6-Mar,NB,-27.1,2.98,-24.02626206,1.922100965,0.399872866,0.480984387
10,2,2,HS,3,6-Mar,NB,-7.5,59.96,-6.649334519,0.531946762,0.392358397,0.273253621
10,3,2,HS,3,6-Mar,NB,-1.5,63.05,-1.329866904,0.106389352,0.317052138,0.268546299
10,4,2,HS,3,6-Mar,NB,16.4,62.89,14.53987815,-1.163190252,0.253836757,0.232542322
10,5,2,HS,3,6-Mar,NB,0.6,65.06,0.531946762,-0.042555741,0.223634616,0.21549769
10,6,2,HS,3,6-Mar,NB,-22.5,60.49,-19.94800356,1.595840285,0.216422184,0.190740778
10,7,2,HS,3,6-Mar,NB,-2.9,57.58,-2.571076014,0.205686081,0.081501761,-0.086605606
10,8,2,HS,3,6-Mar,NB,-9.3,57.4,-8.245174804,0.659613984,0.141434987,0.162076558
10,9,2,HS,3,6-Mar,NB,2.2,56.91,1.950471459,-0.156037717,0.244637964,0.237913844
10,10,2,HS,3,6-Mar,NB,5.4,49.01,4.787520854,-0.383001668,0.246627498,0.245159096
10,11,2,HS,3,6-Mar,NB,4.6,44.58,4.078258505,-0.32626068,0.277174969,0.286572469
10,12,2,HS,3,6-Mar,NB,3.5,40.23,3.103022776,-0.248241822,0.286268443,0.268508895
10,13,2,HS,3,6-Mar,NB,5.9,36.28,5.230809822,-0.418464786,0.564250595,0.758576445
10,14,2,HS,3,6-Mar,NB,-4.9,22.55,-4.344231886,0.347538551,0.796967907,0.819761565
10,15,2,HS,3,6-Mar,NB,1.9,16.4,1.684498078,-0.134759846,0.879265274,0.921134142
10,16,2,HS,3,6-Mar,NB,-8.4,15.74,-7.447254662,0.595780373,0.816862177,0.759192294
10,17,2,HS,3,6-Mar,NB,-23.2,14.7,-20.56860811,1.645488649,0.800522856,0.719708774
10,18,2,HS,3,6-Mar,NB,-38.9,14.69,-34.48788171,2.759030537,0.806083381,0.837949044
10,19,2,HS,3,6-Mar,NB,-9.9,16.95,-8.777121565,0.702169725,0.851280869,0.713963134
10,20,2,HS,3,6-Mar,NB,-5.9,14.06,-5.230809822,0.418464786,0.620764575,0.535952545
10,21,2,HS,3,6-Mar,NB,-6.2,12.8,-5.496783203,0.439742656,0.452081238,0.33367734
10,22,2,HS,3,6-Mar,NB,-10.6,10.3,-9.397726121,0.75181809,0.396837834,0.377749147
10,23,2,HS,3,6-Mar,NB,2.3,9.94,2.039129253,-0.16313034,0.315931248,0.283733597
10,24,2,HS,3,6-Mar,NB,2,8.75,1.773155872,-0.14185247,0.251620749,0.234853281
11,1,2,HS,7,8-Jul,SB,-36,3.05,-61.77304838,4.94184387,-0.431985571,-0.418469133
11,2,2,HS,7,8-Jul,SB,-0.1,49.1,-0.171591801,0.013727344,0.180385997,0.332677238
11,3,2,HS,7,8-Jul,SB,15.6,76.78,26.76832096,-2.141465677,0.424672317,0.301117252
11,4,2,HS,7,8-Jul,SB,-7.1,86.93,-12.18301787,0.97464143,0.432211974,0.113567148
11,5,2,HS,7,8-Jul,SB,19.4,41.34,33.2888094,-2.663104752,0.079418657,0.05156366
11,6,2,HS,7,8-Jul,SB,-14.1,82.38,-24.19444395,1.935555516,0.047000389,0.016684703
11,7,2,HS,7,8-Jul,SB,-1.4,82.74,-2.402285215,0.192182817,0.084344635,0.051677325
11,8,2,HS,7,8-Jul,SB,20,64.58,34.31836021,-2.745468817,0.008006963,0.022871356
11,9,2,HS,7,8-Jul,SB,-3.2,57.3,-5.490937634,0.439275011,0.058986721,0.118454657
11,10,2,HS,7,8-Jul,SB,22,63.48,37.75019623,-3.020015699,0.100147466,0.034849602
11,11,2,HS,7,8-Jul,SB,4,41.79,6.863672042,-0.549093763,0.192220085,0.317402158
11,12,2,HS,7,8-Jul,SB,-9,45.05,-15.4432621,1.235460968,0.263510906,0.113393239
11,13,2,HS,7,8-Jul,SB,12.2,33.13,20.93419973,-1.674735978,0.098758561,-0.01561224
11,14,2,HS,7,8-Jul,SB,0.9,35.99,1.54432621,-0.123546097,0.105416121,0.021363035
11,16,2,HS,7,8-Jul,SB,-3.4,27.41,-5.834121236,0.466729699,0.230167527,0.382223325
11,17,2,HS,7,8-Jul,SB,-7.6,31.34,-13.04097688,1.04327815,0.200664788,0.092171505
11,18,2,HS,7,8-Jul,SB,-5,17.53,-8.579590053,0.686367204,0.350219014,0.566887032
11,19,2,HS,7,8-Jul,SB,-8.5,15.49,-14.58530309,1.166824247,0.564071408,0.947956734
11,20,2,HS,7,8-Jul,SB,-1.4,15.54,-2.402285215,0.192182817,0.602183213,0.591011542
11,21,2,HS,7,8-Jul,SB,-3.7,13.56,-6.348896639,0.507911731,-0.279625591,-0.660833854
11,22,2,HS,7,8-Jul,SB,3.1,11.15,5.319345833,-0.425547667,-0.315120934,-0.351513125
11,23,2,HS,7,8-Jul,SB,-24.8,9.71,-42.55476666,3.404381333,-0.032040965,-0.041752672
11,24,2,HS,7,8-Jul,SB,-4,13.95,-6.863672042,0.549093763,0.013136293,0.038037322
11,25,2,HS,7,8-Jul,SB,-0.7,12.4,-1.201142607,0.096091409,0.381470725,0.740180225
12,1,2,HS,2,1-Feb,NB,20.8,4.56,21.50920272,-1.720736217,0.140243654,0.087633181
12,2,2,HS,2,1-Feb,NB,3.4,46.59,3.515927367,-0.281274189,0.046383114,0.118313706
12,3,2,HS,2,1-Feb,NB,0,42.7,0,0,0.153807055,0.250219846
12,4,2,HS,2,1-Feb,NB,-0.5,48.35,-0.517048142,0.041363851,0.142923103,0.123684483
12,5,2,HS,2,1-Feb,NB,-0.4,38.07,-0.413638514,0.033091081,0.163300362,0.159130188
12,6,2,HS,2,1-Feb,NB,4,38.25,4.136385138,-0.330910811,0.172802138,0.197200879
12,7,2,HS,2,1-Feb,NB,5,39.02,5.170481423,-0.413638514,0.052611088,-0.03524603
12,8,2,HS,2,1-Feb,NB,-7.2,41.36,-7.445493248,0.59563946,0.046723485,0.054049642
12,9,2,HS,2,1-Feb,NB,-4.9,35.43,-5.067071794,0.405365744,0.062915952,0.106281173
12,10,2,HS,2,1-Feb,NB,-3.9,33.49,-4.03297551,0.322638041,0.060204195,0.052873196
12,11,2,HS,2,1-Feb,NB,-18.1,31.49,-18.71714275,1.49737142,0.071779143,0.121623167
12,12,2,HS,2,1-Feb,NB,-1.5,27.7,-1.551144427,0.124091554,0.10131977,0.113189608
12,13,2,HS,2,1-Feb,NB,-0.2,22.99,-0.206819257,0.016545541,0.100511704,0.115247949
12,14,2,HS,2,1-Feb,NB,-9.9,21.29,-10.23755322,0.819004257,0.113179203,0.09020367
12,15,2,HS,2,1-Feb,NB,-2.6,20.57,-2.68865034,0.215092027,0.122207575,0.135928819
12,16,2,HS,2,1-Feb,NB,6,15.67,6.204577707,-0.496366217,0.101944797,0.082090568
12,17,2,HS,2,1-Feb,NB,2.2,16.85,2.275011826,-0.182000946,0.162855249,0.167074445
12,18,2,HS,2,1-Feb,NB,8.2,13.38,8.479589533,-0.678367163,0.172402317,0.114459192
12,19,2,HS,2,1-Feb,NB,-4,12.75,-4.136385138,0.330910811,0.216141338,0.239623742
12,20,2,HS,2,1-Feb,NB,-2.9,9.72,-2.998879225,0.239910338,0.212454321,0.169471759
12,21,2,HS,2,1-Feb,NB,2.2,11.95,2.275011826,-0.182000946,0.111500019,0.099772016
12,22,2,HS,2,1-Feb,NB,0.3,7.08,0.310228885,-0.024818311,0.110031512,0.151417608
12,23,2,HS,2,1-Feb,NB,-5.2,6.27,-5.377300679,0.430184054,0.114059725,0.08259371
12,24,2,HS,2,1-Feb,NB,-7.6,5.48,-7.859131762,0.628730541,0.120797005,0.158653914
13,1,2,HS,5,5-May,SB,-9.3,4.31,-10.54215181,0.843372145,-0.053737445,-0.035367839
13,2,2,HS,5,5-May,SB,9.5,53.85,10.76886476,-0.86150918,0.085921098,0.106448984
13,3,2,HS,5,5-May,SB,-1,47.32,-1.133564711,0.090685177,0.294391163,0.3078337
13,4,2,HS,5,5-May,SB,7.5,52.42,8.501735334,-0.680138827,0.251876739,0.051610445
13,5,2,HS,5,5-May,SB,5.8,50.59,6.574675325,-0.525974026,0.17327265,0.196323896
13,6,2,HS,5,5-May,SB,-9.9,46.95,-11.22229064,0.897783251,0.213481748,0.245937411
13,7,2,HS,5,5-May,SB,-0.4,44.08,-0.453425884,0.036274071,0.186539392,0.194811971
13,8,2,HS,5,5-May,SB,6.4,36.68,7.254814151,-0.580385132,0.212647179,0.218285405
13,9,2,HS,5,5-May,SB,-32,39.77,-36.27407076,2.901925661,0.759737734,0.901092388
13,10,2,HS,5,5-May,SB,4.8,36.78,5.441110614,-0.435288849,0.941038352,0.974139881
13,11,2,HS,5,5-May,SB,-3.3,38.5,-3.740763547,0.299261084,0.925993235,0.885824631
13,12,2,HS,5,5-May,SB,19.9,32.36,22.55793775,-1.80463502,0.944128773,0.969742332
13,13,2,HS,5,5-May,SB,-8.3,31.78,-9.408587103,0.752686968,1.470190154,1.624751967
13,14,2,HS,5,5-May,SB,-11,26.19,-12.46921182,0.997536946,1.590873579,1.638149635
13,15,2,HS,5,5-May,SB,-0.1,23.8,-0.113356471,0.009068518,1.153180205,1.208261886
13,16,2,HS,5,5-May,SB,-0.4,20.64,-0.453425884,0.036274071,1.098261591,1.086786392
13,17,2,HS,5,5-May,SB,-4.9,19.67,-5.554467085,0.444357367,0.925131224,0.945295574
13,18,2,HS,5,5-May,SB,6,15.25,6.801388267,-0.544111061,0.601662372,0.677719275
13,19,2,HS,5,5-May,SB,-9,16.07,-10.2020824,0.816166592,0.747866615,0.744432044
13,20,2,HS,5,5-May,SB,0.8,12.5,0.906851769,-0.072548142,0.599034557,0.631668016
13,21,2,HS,5,5-May,SB,-7.3,11.98,-8.275022391,0.662001791,0.326538885,0.351153577
13,22,2,HS,5,5-May,SB,-6.4,10.12,-7.254814151,0.580385132,0.294069505,0.285204892
13,23,2,HS,5,5-May,SB,-6.3,8.47,-7.14145768,0.571316614,0.299233603,0.288223542
13,24,2,HS,5,5-May,SB,-32,11.61,-36.27407076,2.901925661,0.3474306,0.346346908
14,1,2,HS,1,6-Jan,NB,-5.5,1.62,-5.907597347,0.472607788,-0.12397973,-0.196417232
14,2,2,HS,1,6-Jan,NB,-28,50.98,-30.07504104,2.406003283,-0.093039705,0.012469193
14,3,2,HS,1,6-Jan,NB,-3.3,48.1,-3.544558408,0.283564673,0.018476178,-0.034978935
14,4,2,HS,1,6-Jan,NB,-498.4,43.01,-535.3357305,42.82685844,0.003546566,0.017381274
14,5,2,HS,1,6-Jan,NB,12.7,42.49,13.64117933,-1.091294346,0.11307243,0.170196998
14,6,2,HS,1,6-Jan,NB,-4.9,42.56,-5.263132182,0.421050575,0.199394638,0.226678796
14,7,2,HS,1,6-Jan,NB,20.5,33.64,22.01922647,-1.761538118,0.236127177,0.207002439
14,8,2,HS,1,6-Jan,NB,3.6,33.57,3.866790991,-0.309343279,0.331017441,0.406773824
14,9,2,HS,1,6-Jan,NB,-10.3,32.97,-11.06331867,0.885065493,0.245057676,0.113586773
14,10,2,HS,1,6-Jan,NB,3.6,33.93,3.866790991,-0.309343279,0.449398063,0.786727333
14,11,2,HS,1,6-Jan,NB,-2.6,27.58,-2.792682382,0.223414591,0.176363559,0.133817577
14,12,2,HS,1,6-Jan,NB,-0.4,28.14,-0.429643443,0.034371475,0.100599351,0.048707501
14,13,2,HS,1,6-Jan,NB,-4.1,24.74,-4.403845295,0.352307624,0.032750756,0.03968683
14,14,2,HS,1,6-Jan,NB,-39.3,33.83,-42.21246831,3.376997465,0.45923887,0.849812804
14,15,2,HS,1,6-Jan,NB,2,31.99,2.148217217,-0.171857377,0.360198697,0.264273509
14,16,2,HS,1,6-Jan,NB,-8.4,31.9,-9.022512311,0.721800985,0.263890353,0.103192347
14,17,2,HS,1,6-Jan,NB,3.4,31.65,3.651969269,-0.292157542,0.16561789,0.182004121
14,18,2,HS,1,6-Jan,NB,-0.6,30.67,-0.644465165,0.051557213,0.175799075,0.149772069
14,19,2,HS,1,6-Jan,NB,3,20.79,3.222325826,-0.257786066,0.100201861,0.18011273
14,20,2,HS,1,6-Jan,NB,-3.3,42.22,-3.544558408,0.283564673,0.419835249,0.484786816
14,21,2,HS,1,6-Jan,NB,-4.7,29.47,-5.04831046,0.403864837,0.547446228,0.39500557
14,22,2,HS,1,6-Jan,NB,-0.1,28.52,-0.107410861,0.008592869,0.512929301,0.329906891
14,23,2,HS,1,6-Jan,NB,-10.2,32.63,-10.95590781,0.876472625,0.514194469,0.544217995
14,24,2,HS,1,6-Jan,NB,-2.4,34.48,-2.57786066,0.206228853,0.547796297,0.539579657
15,1,2,HS,8,9-Aug,SB,-19.2,4.35,-20.39491121,1.631592897,0.666508959,0.371495784
15,2,2,HS,8,9-Aug,SB,9.9,55.88,10.51612609,-0.841290087,0.363450969,0.4834882
15,3,2,HS,8,9-Aug,SB,11.8,54.23,12.53437252,-1.002749801,0.757446276,0.647303972
15,4,2,HS,8,9-Aug,SB,-2.9,53.17,-3.080481381,0.24643851,0.651407152,0.666363479
15,5,2,HS,8,9-Aug,SB,1.6,52.56,1.699575934,-0.135966075,0.414979255,0.483275614
15,6,2,HS,8,9-Aug,SB,8.1,49.44,8.604103167,-0.688328253,0.704927191,0.679064714
15,7,2,HS,8,9-Aug,SB,-1.4,46.88,-1.487128942,0.118970315,0.565429379,0.583008259
15,8,2,HS,8,9-Aug,SB,-5,45.46,-5.311174795,0.424893984,0.362744478,0.231145391
15,9,2,HS,8,9-Aug,SB,0.3,47.34,0.318670488,-0.025493639,0.411581841,0.434344812
15,10,2,HS,8,9-Aug,SB,-2.8,37.14,-2.974257885,0.237940631,0.222816037,0.261331192
15,11,2,HS,8,9-Aug,SB,7,38.24,7.435644712,-0.594851577,0.902026043,0.849032475
15,12,2,HS,8,9-Aug,SB,-3.6,34.05,-3.824045852,0.305923668,1.368079359,1.131789317
15,13,2,HS,8,9-Aug,SB,-3.4,36.45,-3.61159886,0.288927909,0.741180774,0.658663359
15,14,2,HS,8,9-Aug,SB,8.6,37.1,9.135220647,-0.730817652,0.587595075,0.718841162
15,15,2,HS,8,9-Aug,SB,-33.1,36.03,-35.15997714,2.812798171,0.167960309,0.278016467
15,16,2,HS,8,9-Aug,SB,-4.8,31.24,-5.098727803,0.407898224,0.334540758,0.354605185
15,17,2,HS,8,9-Aug,SB,7.6,30.36,8.072985688,-0.645838855,0.304312056,0.381235887
15,18,2,HS,8,9-Aug,SB,44.6,27.48,47.37567917,-3.790054333,0.300448454,0.354697665
15,19,2,HS,8,9-Aug,SB,-4.5,25.86,-4.780057315,0.382404585,0.228960832,0.245180679
15,20,2,HS,8,9-Aug,SB,1.1,26.31,1.168458455,-0.093476676,0.234882537,0.248580095
15,21,2,HS,8,9-Aug,SB,-4.6,19.64,-4.886280811,0.390902465,0.21727153,0.213672977
