Sample,Experiment,Timepoint,Chamber,Treatment,Colony,Coral,Location,delta_FTA,Chamber Volume (mL),Coral Dry Weight (g),Incubation Time (min),Gnet,Gnet2,Turbidity
Y9S,17,17,4,HX,2,6-Feb,NB,-10.7,450,25.564,12,-8051.996949,10.73599593,
Y11S,17,18,4,HX,2,6-Feb,NB,1.2,450,25.564,12,903.0276952,-1.204036927,
Y15S,17,20,4,HX,2,6-Feb,NB,-3.1,450,25.564,12,-2332.821546,3.110428728,
Y17S,17,21,4,HX,2,6-Feb,NB,-1.2,450,25.564,12,-903.0276952,1.204036927,
Y19S,17,22,4,HX,2,6-Feb,NB,2.2,450,25.564,12,1655.550775,-2.207401033,
Y21S,17,23,4,HX,2,6-Feb,NB,-1.2,450,25.564,12,-903.0276952,1.204036927,
Y23S,17,24,4,HX,2,6-Feb,NB,-5.2,450,25.564,12,-3913.120013,5.21749335,
Y1S,17,25,4,HX,2,6-Feb,NB,-8.2,450,25.564,12,-6170.689251,8.227585667,
W1S,17,1,1,C,7,1-Jul,SB,2.8,450,14.6454,12,3677.946659,-4.903928879,
W3S,17,2,1,C,7,1-Jul,SB,-1.6,450,14.6454,12,-2101.683805,2.802245074,
W5S,17,3,1,C,7,1-Jul,SB,8.3,450,14.6454,12,10902.48474,-14.53664632,
W7S,17,4,1,C,7,1-Jul,SB,0.5,450,14.6454,12,656.7761891,-0.875701585,
W9S,17,5,1,C,7,1-Jul,SB,6.9,450,14.6454,12,9063.51141,-12.08468188,
W11S,17,6,1,C,7,1-Jul,SB,-7.1,450,14.6454,12,-9326.221885,12.43496251,
W13S,17,7,1,C,7,1-Jul,SB,-6.4,450,14.6454,12,-8406.735221,11.20898029,
W15S,17,8,1,C,7,1-Jul,SB,-4.4,450,14.6454,12,-5779.630464,7.706173952,
W17S,17,9,1,C,7,1-Jul,SB,3.3,450,14.6454,12,4334.722848,-5.779630464,
W19S,17,10,1,C,7,1-Jul,SB,-5.5,450,14.6454,12,-7224.53808,9.63271744,
W21S,17,11,1,C,7,1-Jul,SB,-5.9,450,14.6454,12,-7749.959032,10.33327871,
W23S,17,12,1,C,7,1-Jul,SB,-7,450,14.6454,12,-9194.866648,12.2598222,
W1S,17,13,1,C,7,1-Jul,SB,-6.6,450,14.6454,12,-8669.445696,11.55926093,
W3S,17,14,1,C,7,1-Jul,SB,-1.8,450,14.6454,12,-2364.394281,3.152525708,
W5S,17,15,1,C,7,1-Jul,SB,-5.6,450,14.6454,12,-7355.893318,9.807857757,
W7S,17,16,1,C,7,1-Jul,SB,1.8,450,14.6454,12,2364.394281,-3.152525708,
W9S,17,17,1,C,7,1-Jul,SB,-6,450,14.6454,12,-7881.314269,10.50841903,
W11S,17,18,1,C,7,1-Jul,SB,-6.7,450,14.6454,12,-8800.800934,11.73440125,
W13S,17,19,1,C,7,1-Jul,SB,-6.7,450,14.6454,12,-8800.800934,11.73440125,
W15S,17,20,1,C,7,1-Jul,SB,-0.1,450,14.6454,12,-131.3552378,0.175140317,
W17S,17,21,1,C,7,1-Jul,SB,5.5,450,14.6454,12,7224.53808,-9.63271744,
W19S,17,22,1,C,7,1-Jul,SB,9.7,450,14.6454,12,12741.45807,-16.98861076,
W21S,17,23,1,C,7,1-Jul,SB,6.3,450,14.6454,12,8275.379983,-11.03383998,
W23S,17,24,1,C,7,1-Jul,SB,6.8,450,14.6454,12,8932.156172,-11.90954156,
W1S,17,25,1,C,7,1-Jul,SB,2.2,450,14.6454,12,2889.815232,-3.853086976,
R1S,17,1,2,HS,7,2-Jul,SB,2.5,450,17.1556,12,2803.384901,-3.737846534,
R3S,17,2,2,HS,7,2-Jul,SB,2.8,450,17.1556,12,3139.791089,-4.186388118,
R5S,17,3,2,HS,7,2-Jul,SB,10.5,450,17.1556,12,11774.21658,-15.69895544,
R7S,17,4,2,HS,7,2-Jul,SB,-2.4,450,17.1556,12,-2691.249505,3.588332673,
R9S,17,5,2,HS,7,2-Jul,SB,-1.2,450,17.1556,12,-1345.624752,1.794166336,
R11S,17,6,2,HS,7,2-Jul,SB,1,450,17.1556,12,1121.35396,-1.495138614,
R13S,17,7,2,HS,7,2-Jul,SB,-5.1,450,17.1556,12,-5718.905197,7.62520693,
R15S,17,8,2,HS,7,2-Jul,SB,25.5,450,17.1556,12,28594.52599,-38.12603465,
R17S,17,9,2,HS,7,2-Jul,SB,-3.3,450,17.1556,12,-3700.468069,4.933957425,
R19S,17,10,2,HS,7,2-Jul,SB,0.9,450,17.1556,12,1009.218564,-1.345624752,
R21S,17,11,2,HS,7,2-Jul,SB,10,450,17.1556,12,11213.5396,-14.95138614,
R23S,17,12,2,HS,7,2-Jul,SB,-4.7,450,17.1556,12,-5270.363613,7.027151484,
R1S,17,13,2,HS,7,2-Jul,SB,-1.4,450,17.1556,12,-1569.895544,2.093194059,
R3S,17,14,2,HS,7,2-Jul,SB,-1.3,450,17.1556,12,-1457.760148,1.943680198,
R5S,17,15,2,HS,7,2-Jul,SB,-3.2,450,17.1556,12,-3588.332673,4.784443564,
R7S,17,16,2,HS,7,2-Jul,SB,-5.5,450,17.1556,12,-6167.446781,8.223262375,
R9S,17,17,2,HS,7,2-Jul,SB,1.1,450,17.1556,12,1233.489356,-1.644652475,
R11S,17,18,2,HS,7,2-Jul,SB,30.9,450,17.1556,12,34649.83737,-46.19978316,
R13S,17,19,2,HS,7,2-Jul,SB,-0.5,450,17.1556,12,-560.6769801,0.747569307,
R15S,17,20,2,HS,7,2-Jul,SB,2.7,450,17.1556,12,3027.655693,-4.036874257,
R17S,17,21,2,HS,7,2-Jul,SB,3.9,450,17.1556,12,4373.280445,-5.831040593,
R19S,17,22,2,HS,7,2-Jul,SB,2.3,450,17.1556,12,2579.114109,-3.438818811,
R21S,17,23,2,HS,7,2-Jul,SB,-1.5,450,17.1556,12,-1682.03094,2.24270792,
R23S,17,24,2,HS,7,2-Jul,SB,-3.6,450,17.1556,12,-4036.874257,5.382499009,
R1S,17,25,2,HS,7,2-Jul,SB,-10.2,450,17.1556,12,-11437.81039,15.25041386,
G1S,18,1,3,HT,1,7-Jan,NB,10.2,450,23.9008,12,8209.871636,-10.94649551,
G3S,18,2,3,HT,1,7-Jan,NB,2.6,450,23.9008,12,2092.712378,-2.79028317,
G5S,18,3,3,HT,1,7-Jan,NB,-88.6,450,23.9008,12,-71313.19872,95.08426496,
G7S,18,4,3,HT,1,7-Jan,NB,16.4,450,23.9008,12,13200.18577,-17.60024769,
G9S,18,5,3,HT,1,7-Jan,NB,-8.9,450,23.9008,12,-7163.515447,9.55135393,
G11S,18,6,3,HT,1,7-Jan,NB,-5.9,450,23.9008,12,-4748.847319,6.331796425,
G13S,18,7,3,HT,1,7-Jan,NB,-12.9,450,23.9008,12,-10383.07295,13.84409727,
G15S,18,8,3,HT,1,7-Jan,NB,2,450,23.9008,12,1609.778752,-2.14637167,
G17S,18,9,3,HT,1,7-Jan,NB,4.8,450,23.9008,12,3863.469005,-5.151292007,
G19S,18,10,3,HT,1,7-Jan,NB,-8,450,23.9008,12,-6439.115009,8.585486678,
G21S,18,11,3,HT,1,7-Jan,NB,1.8,450,23.9008,12,1448.800877,-1.931734503,
G23S,18,12,3,HT,1,7-Jan,NB,-20.6,450,23.9008,12,-16580.72115,22.1076282,
G1S,18,13,3,HT,1,7-Jan,NB,-5.7,450,23.9008,12,-4587.869444,6.117159258,
G3S,18,14,3,HT,1,7-Jan,NB,16.7,450,23.9008,12,13441.65258,-17.92220344,
G5S,18,15,3,HT,1,7-Jan,NB,-3.9,450,23.9008,12,-3139.068567,4.185424756,
G7S,18,16,3,HT,1,7-Jan,NB,-0.7,450,23.9008,12,-563.4225633,0.751230084,
G9S,18,17,3,HT,1,7-Jan,NB,2.9,450,23.9008,12,2334.179191,-3.112238921,
G11S,18,18,3,HT,1,7-Jan,NB,-16.1,450,23.9008,12,-12958.71896,17.27829194,
G13S,18,19,3,HT,1,7-Jan,NB,-1.5,450,23.9008,12,-1207.334064,1.609778752,
G15S,18,20,3,HT,1,7-Jan,NB,4.1,450,23.9008,12,3300.046442,-4.400061923,
G17S,18,21,3,HT,1,7-Jan,NB,-12.8,450,23.9008,12,-10302.58401,13.73677869,
G19S,18,22,3,HT,1,7-Jan,NB,-13.6,450,23.9008,12,-10946.49551,14.59532735,
G21S,18,23,3,HT,1,7-Jan,NB,-3.4,450,23.9008,12,-2736.623879,3.648831838,
G23S,18,24,3,HT,1,7-Jan,NB,8.7,450,23.9008,12,7002.537572,-9.336716763,
G1S,18,25,3,HT,1,7-Jan,NB,8.8,450,23.9008,12,7083.02651,-9.444035346,
Y1S,18,1,4,HX,1,9-Jan,NB,-13.2,450,26.642,12,-9531.379026,12.70850537,
Y3S,18,2,4,HX,1,9-Jan,NB,-6.3,450,26.642,12,-4549.067262,6.065423016,
Y5S,18,3,4,HX,1,9-Jan,NB,-6.5,450,26.642,12,-4693.482096,6.257976128,
Y7S,18,4,4,HX,1,9-Jan,NB,-4.5,450,26.642,12,-3249.333759,4.332445012,
Y9S,18,5,4,HX,1,9-Jan,NB,-2.1,450,26.642,12,-1516.355754,2.021807672,
Y11S,18,6,4,HX,1,9-Jan,NB,6.8,450,26.642,12,4910.104347,-6.546805795,
Y13S,18,7,4,HX,1,9-Jan,NB,-3.6,450,26.642,12,-2599.467007,3.465956009,
Y15S,18,8,4,HX,1,9-Jan,NB,5.6,450,26.642,12,4043.615344,-5.391487126,
Y17S,18,9,4,HX,1,9-Jan,NB,8.5,450,26.642,12,6137.630433,-8.183507244,
Y19S,18,10,4,HX,1,9-Jan,NB,-10.3,450,26.642,12,-7437.363937,9.916485249,
Y21S,18,11,4,HX,1,9-Jan,NB,0,450,26.642,12,0,0,
Y23S,18,12,4,HX,1,9-Jan,NB,3.7,450,26.642,12,2671.674424,-3.562232565,
Y1S,18,13,4,HX,1,9-Jan,NB,-7.2,450,26.642,12,-5198.934014,6.931912019,
Y3S,18,14,4,HX,1,9-Jan,NB,-37.3,450,26.642,12,-26933.36649,35.91115532,
Y5S,18,15,4,HX,1,9-Jan,NB,-6,450,26.642,12,-4332.445012,5.776593349,
Y7S,18,16,4,HX,1,9-Jan,NB,-17.4,450,26.642,12,-12564.09053,16.75212071,
Y9S,18,17,4,HX,1,9-Jan,NB,-2.1,450,26.642,12,-1516.355754,2.021807672,
Y11S,18,18,4,HX,1,9-Jan,NB,1.7,450,26.642,12,1227.526087,-1.636701449,
Y13S,18,19,4,HX,1,9-Jan,NB,-14.1,450,26.642,12,-10181.24578,13.57499437,
Y15S,18,20,4,HX,1,9-Jan,NB,-7.9,450,26.642,12,-5704.385932,7.605847909,
Y17S,18,21,4,HX,1,9-Jan,NB,34.6,450,26.642,12,24983.76623,-33.31168831,
Y19S,18,22,4,HX,1,9-Jan,NB,9.1,450,26.642,12,6570.874934,-8.761166579,
Y21S,18,23,4,HX,1,9-Jan,NB,5.6,450,26.642,12,4043.615344,-5.391487126,
Y23S,18,24,4,HX,1,9-Jan,NB,3,450,26.642,12,2166.222506,-2.888296674,
Y1S,18,25,4,HX,1,9-Jan,NB,-4.6,450,26.642,12,-3321.541176,4.428721567,
W1S,18,1,1,C,5,2-May,SB,-0.1,450,14.4914,12,-132.751149,0.177001532,
W3S,18,2,1,C,5,2-May,SB,3.9,450,14.4914,12,5177.294809,-6.903059746,
W5S,18,3,1,C,5,2-May,SB,-5.6,450,14.4914,12,-7434.064342,9.912085789,
W7S,18,4,1,C,5,2-May,SB,8,450,14.4914,12,10620.09192,-14.16012256,
W9S,18,5,1,C,5,2-May,SB,-4.7,450,14.4914,12,-6239.304001,8.319072001,
W11S,18,6,1,C,5,2-May,SB,-14.1,450,14.4914,12,-18717.912,24.957216,
W13S,18,7,1,C,5,2-May,SB,5.1,450,14.4914,12,6770.308597,-9.027078129,
W15S,18,8,1,C,5,2-May,SB,-2,450,14.4914,12,-2655.022979,3.540030639,
W17S,18,9,1,C,5,2-May,SB,3.6,450,14.4914,12,4779.041362,-6.37205515,
W19S,18,10,1,C,5,2-May,SB,-6,450,14.4914,12,-7965.068937,10.62009192,
W21S,18,11,1,C,5,2-May,SB,15.9,450,14.4914,12,21107.43268,-28.14324358,
W23S,18,12,1,C,5,2-May,SB,-10.1,450,14.4914,12,-13407.86604,17.87715473,
W1S,18,13,1,C,5,2-May,SB,-8.8,450,14.4914,12,-11682.10111,15.57613481,
W3S,18,14,1,C,5,2-May,SB,4.7,450,14.4914,12,6239.304001,-8.319072001,
W5S,18,15,1,C,5,2-May,SB,2.3,450,14.4914,12,3053.276426,-4.071035235,
W7S,18,16,1,C,5,2-May,SB,167.1,450,14.4914,12,221827.1699,-295.7695599,
W9S,18,17,1,C,5,2-May,SB,8.8,450,14.4914,12,11682.10111,-15.57613481,
W11S,18,18,1,C,5,2-May,SB,7.3,450,14.4914,12,9690.833874,-12.92111183,
W13S,18,19,1,C,5,2-May,SB,-3.5,450,14.4914,12,-4646.290214,6.195053618,
W15S,18,20,1,C,5,2-May,SB,-7.6,450,14.4914,12,-10089.08732,13.45211643,
W17S,18,21,1,C,5,2-May,SB,11.9,450,14.4914,12,15797.38673,-21.0631823,
W19S,18,22,1,C,5,2-May,SB,-4.8,450,14.4914,12,-6372.05515,8.496073533,
W21S,18,23,1,C,5,2-May,SB,-23.3,450,14.4914,12,-30931.01771,41.24135694,
W23S,18,24,1,C,5,2-May,SB,3,450,14.4914,12,3982.534469,-5.310045958,
W1S,18,25,1,C,5,2-May,SB,-5.2,450,14.4914,12,-6903.059746,9.204079661,
R1S,18,1,2,HS,5,6-May,SB,-6.8,450,28.3976,12,-4606.551258,6.142068344,
R3S,18,2,2,HS,5,6-May,SB,5.8,450,28.3976,12,3929.117249,-5.238822999,
R5S,18,3,2,HS,5,6-May,SB,-2.4,450,28.3976,12,-1625.84162,2.167788827,
R7S,18,4,2,HS,5,6-May,SB,-20.8,450,28.3976,12,-14090.62738,18.78750317,
R9S,18,5,2,HS,5,6-May,SB,-2.7,450,28.3976,12,-1829.071823,2.438762431,
R11S,18,6,2,HS,5,6-May,SB,0.8,450,28.3976,12,541.9472068,-0.722596276,
R13S,18,7,2,HS,5,6-May,SB,15.6,450,28.3976,12,10567.97053,-14.09062738,
R15S,18,8,2,HS,5,6-May,SB,29.4,450,28.3976,12,19916.55985,-26.55541313,
R17S,18,9,2,HS,5,6-May,SB,-11,450,28.3976,12,-7451.774094,9.935698791,
R19S,18,10,2,HS,5,6-May,SB,-36.4,450,28.3976,12,-24658.59791,32.87813055,
R21S,18,11,2,HS,5,6-May,SB,6.1,450,28.3976,12,4132.347452,-5.509796603,
R23S,18,12,2,HS,5,6-May,SB,-9.8,450,28.3976,12,-6638.853283,8.851804378,
R1S,18,13,2,HS,5,6-May,SB,13.8,450,28.3976,12,9348.589317,-12.46478576,
R3S,18,14,2,HS,5,6-May,SB,0.7,450,28.3976,12,474.203806,-0.632271741,
R5S,18,15,2,HS,5,6-May,SB,-1.4,450,28.3976,12,-948.4076119,1.264543483,
R7S,18,16,2,HS,5,6-May,SB,-3.8,450,28.3976,12,-2574.249232,3.43233231,
R9S,18,17,2,HS,5,6-May,SB,-10.7,450,28.3976,12,-7248.543891,9.664725188,
R11S,18,18,2,HS,5,6-May,SB,0.7,450,28.3976,12,474.203806,-0.632271741,
R13S,18,19,2,HS,5,6-May,SB,-7.8,450,28.3976,12,-5283.985266,7.045313688,
R15S,18,20,2,HS,5,6-May,SB,-12.6,450,28.3976,12,-8535.668507,11.38089134,
R17S,18,21,2,HS,5,6-May,SB,12.2,450,28.3976,12,8264.694904,-11.01959321,
R19S,18,22,2,HS,5,6-May,SB,-10.3,450,28.3976,12,-6977.570288,9.30342705,
R21S,18,23,2,HS,5,6-May,SB,-4,450,28.3976,12,-2709.736034,3.612981379,
R23S,18,24,2,HS,5,6-May,SB,-6.6,450,28.3976,12,-4471.064456,5.961419275,
R1S,18,25,2,HS,5,6-May,SB,-6.7,450,28.3976,12,-4538.807857,6.051743809,
