Sample,Experiment,Timepoint,Chamber,Treatment,Colony,Coral,Location,delta_FTA,Chamber Volume (mL),Coral Dry Weight (g),Incubation Time (min),Gnet,Gnet2,Turbidity
Y1S,6,1,4,HX,8,6-Aug,SB,2.5,450,14.9072,12,3226.209483,-4.301612644,
Y3S,6,2,4,HX,8,6-Aug,SB,-2.6,450,14.9072,12,-3355.257862,4.473677149,
Y5S,6,3,4,HX,8,6-Aug,SB,-10.4,450,14.9072,12,-13421.03145,17.8947086,
Y7S,6,4,4,HX,8,6-Aug,SB,-1.3,450,14.9072,12,-1677.628931,2.236838575,
Y9S,6,5,4,HX,8,6-Aug,SB,-19,450,14.9072,12,-24519.19207,32.69225609,
Y11S,6,6,4,HX,8,6-Aug,SB,-2.7,450,14.9072,12,-3484.306241,4.645741655,
Y13S,6,7,4,HX,8,6-Aug,SB,-6,450,14.9072,12,-7742.902758,10.32387034,
Y15S,6,8,4,HX,8,6-Aug,SB,-6,450,14.9072,12,-7742.902758,10.32387034,
Y17S,6,9,4,HX,8,6-Aug,SB,-12.1,450,14.9072,12,-15614.8539,20.81980519,
Y19S,6,10,4,HX,8,6-Aug,SB,6,450,14.9072,12,7742.902758,-10.32387034,
Y21S,6,11,4,HX,8,6-Aug,SB,-0.3,450,14.9072,12,-387.1451379,0.516193517,
Y23S,6,12,4,HX,8,6-Aug,SB,-5,450,14.9072,12,-6452.418965,8.603225287,
Y1S,6,13,4,HX,8,6-Aug,SB,-2.8,450,14.9072,12,-3613.354621,4.817806161,
Y3S,6,14,4,HX,8,6-Aug,SB,3.1,450,14.9072,12,4000.499759,-5.333999678,
Y5S,6,15,4,HX,8,6-Aug,SB,4.2,450,14.9072,12,5420.031931,-7.226709241,
Y7S,6,16,4,HX,8,6-Aug,SB,-9.6,450,14.9072,12,-12388.64441,16.51819255,
Y9S,6,17,4,HX,8,6-Aug,SB,-0.5,450,14.9072,12,-645.2418965,0.860322529,
Y11S,6,18,4,HX,8,6-Aug,SB,-5.3,450,14.9072,12,-6839.564103,9.119418804,
Y13S,6,19,4,HX,8,6-Aug,SB,1.1,450,14.9072,12,1419.532172,-1.892709563,
Y15S,6,20,4,HX,8,6-Aug,SB,-7.5,450,14.9072,12,-9678.628448,12.90483793,
Y17S,6,21,4,HX,8,6-Aug,SB,4.3,450,14.9072,12,5549.08031,-7.398773747,
Y19S,6,22,4,HX,8,6-Aug,SB,-6.5,450,14.9072,12,-8388.144655,11.18419287,
Y21S,6,23,4,HX,8,6-Aug,SB,5.4,450,14.9072,12,6968.612483,-9.29148331,
Y23S,6,24,4,HX,8,6-Aug,SB,7.7,450,14.9072,12,9936.725207,-13.24896694,
Y1S,6,25,4,HX,8,6-Aug,SB,0.6,450,14.9072,12,774.2902758,-1.032387034,
G1S,6,1,3,HT,8,8-Aug,SB,0,450,13.9832,12,0,0,
G3S,6,2,3,HT,8,8-Aug,SB,6.6,450,13.9832,12,9080.003147,-12.10667086,
G5S,6,3,3,HT,8,8-Aug,SB,-0.3,450,13.9832,12,-412.7274158,0.550303221,
G7S,6,4,3,HT,8,8-Aug,SB,-0.7,450,13.9832,12,-963.0306368,1.284040849,
G9S,6,5,3,HT,8,8-Aug,SB,-6.8,450,13.9832,12,-9355.154757,12.47353968,
G11S,6,6,3,HT,8,8-Aug,SB,1.9,450,13.9832,12,2613.9403,-3.485253733,
G13S,6,7,3,HT,8,8-Aug,SB,-1.7,450,13.9832,12,-2338.788689,3.118384919,
G15S,6,8,3,HT,8,8-Aug,SB,5,450,13.9832,12,6878.790263,-9.17172035,
G17S,6,9,3,HT,8,8-Aug,SB,-1.2,450,13.9832,12,-1650.909663,2.201212884,
G19S,6,10,3,HT,8,8-Aug,SB,10.3,450,13.9832,12,14170.30794,-18.89374392,
G21S,6,11,3,HT,8,8-Aug,SB,-1.6,450,13.9832,12,-2201.212884,2.934950512,
G23S,6,12,3,HT,8,8-Aug,SB,7.4,450,13.9832,12,10180.60959,-13.57414612,
G1S,6,13,3,HT,8,8-Aug,SB,1.4,450,13.9832,12,1926.061274,-2.568081698,
G3S,6,14,3,HT,8,8-Aug,SB,-8.9,450,13.9832,12,-12244.24667,16.32566222,
G5S,6,15,3,HT,8,8-Aug,SB,0.3,450,13.9832,12,412.7274158,-0.550303221,
G7S,6,16,3,HT,8,8-Aug,SB,-2.5,450,13.9832,12,-3439.395131,4.585860175,
G9S,6,17,3,HT,8,8-Aug,SB,3.8,450,13.9832,12,5227.8806,-6.970507466,
G11S,6,18,3,HT,8,8-Aug,SB,0.9,450,13.9832,12,1238.182247,-1.650909663,
G13S,6,19,3,HT,8,8-Aug,SB,3,450,13.9832,12,4127.274158,-5.50303221,
G15S,6,20,3,HT,8,8-Aug,SB,-12.9,450,13.9832,12,-17747.27888,23.6630385,
G17S,6,21,3,HT,8,8-Aug,SB,-0.6,450,13.9832,12,-825.4548315,1.100606442,
G19S,6,22,3,HT,8,8-Aug,SB,-3.5,450,13.9832,12,-4815.153184,6.420204245,
G21S,6,23,3,HT,8,8-Aug,SB,1,450,13.9832,12,1375.758053,-1.83434407,
G23S,6,24,3,HT,8,8-Aug,SB,3.5,450,13.9832,12,4815.153184,-6.420204245,
G1S,6,25,3,HT,8,8-Aug,SB,-9.8,450,13.9832,12,-13482.42891,17.97657189,
Y1S,7,1,4,HX,3,2-Mar,NB,-10.4,450,18.0488,12,-11084.94748,14.77992997,
Y3S,7,2,4,HX,3,2-Mar,NB,1.3,450,18.0488,12,1385.618434,-1.847491246,
Y5S,7,3,4,HX,3,2-Mar,NB,0.2,450,18.0488,12,213.1720668,-0.284229422,
Y7S,7,4,4,HX,3,2-Mar,NB,4.1,450,18.0488,12,4370.02737,-5.82670316,
Y9S,7,5,4,HX,3,2-Mar,NB,-61.1,450,18.0488,12,-65124.06642,86.83208856,
Y11S,7,6,4,HX,3,2-Mar,NB,-0.1,450,18.0488,12,-106.5860334,0.142114711,
Y13S,7,7,4,HX,3,2-Mar,NB,0.4,450,18.0488,12,426.3441337,-0.568458845,
Y15S,7,8,4,HX,3,2-Mar,NB,6.4,450,18.0488,12,6821.506139,-9.095341519,
Y17S,7,9,4,HX,3,2-Mar,NB,-19.8,450,18.0488,12,-21104.03462,28.13871282,
Y19S,7,10,4,HX,3,2-Mar,NB,-0.3,450,18.0488,12,-319.7581003,0.426344134,
Y21S,7,11,4,HX,3,2-Mar,NB,-14.4,450,18.0488,12,-15348.38881,20.46451842,
Y23S,7,12,4,HX,3,2-Mar,NB,-11.3,450,18.0488,12,-12044.22178,16.05896237,
Y1S,7,13,4,HX,3,2-Mar,NB,3.5,450,18.0488,12,3730.51117,-4.974014893,
Y3S,7,14,4,HX,3,2-Mar,NB,0.1,450,18.0488,12,106.5860334,-0.142114711,
Y5S,7,15,4,HX,3,2-Mar,NB,-25.3,450,18.0488,12,-26966.26646,35.95502194,
Y7S,7,16,4,HX,3,2-Mar,NB,7.6,450,18.0488,12,8100.53854,-10.80071805,
Y9S,7,17,4,HX,3,2-Mar,NB,-4.1,450,18.0488,12,-4370.02737,5.82670316,
Y11S,7,18,4,HX,3,2-Mar,NB,3.6,450,18.0488,12,3837.097203,-5.116129604,
Y13S,7,19,4,HX,3,2-Mar,NB,-24.8,450,18.0488,12,-26433.33629,35.24444838,
Y15S,7,20,4,HX,3,2-Mar,NB,7,450,18.0488,12,7461.022339,-9.948029786,
Y17S,7,21,4,HX,3,2-Mar,NB,3,450,18.0488,12,3197.581003,-4.263441337,
Y19S,7,22,4,HX,3,2-Mar,NB,-4.5,450,18.0488,12,-4796.371504,6.395162005,
Y21S,7,23,4,HX,3,2-Mar,NB,-7.9,450,18.0488,12,-8420.29664,11.22706219,
Y23S,7,24,4,HX,3,2-Mar,NB,-2.1,450,18.0488,12,-2238.306702,2.984408936,
Y1S,7,25,4,HX,3,2-Mar,NB,-8.3,450,18.0488,12,-8846.640774,11.79552103,
G1S,7,1,3,HT,3,7-Mar,NB,-8.3,450,19.8814,12,-8031.187442,10.70824992,
G3S,7,2,3,HT,3,7-Mar,NB,4.3,450,19.8814,12,4160.735662,-5.54764755,
G5S,7,3,3,HT,3,7-Mar,NB,-5.1,450,19.8814,12,-4934.826018,6.579768024,
G7S,7,4,3,HT,3,7-Mar,NB,-27.9,450,19.8814,12,-26996.40116,35.99520155,
G9S,7,5,3,HT,3,7-Mar,NB,-12.1,450,19.8814,12,-11708.11663,15.61082218,
G11S,7,6,3,HT,3,7-Mar,NB,-17.9,450,19.8814,12,-17320.27171,23.09369561,
G13S,7,7,3,HT,3,7-Mar,NB,13.7,450,19.8814,12,13256.29734,-17.67506312,
G15S,7,8,3,HT,3,7-Mar,NB,-16.1,450,19.8814,12,-15578.56841,20.77142455,
G17S,7,9,3,HT,3,7-Mar,NB,-12.1,450,19.8814,12,-11708.11663,15.61082218,
G19S,7,10,3,HT,3,7-Mar,NB,14,450,19.8814,12,13546.58123,-18.0621083,
G21S,7,11,3,HT,3,7-Mar,NB,2.6,450,19.8814,12,2515.793656,-3.354391542,
G23S,7,12,3,HT,3,7-Mar,NB,63.1,450,19.8814,12,61056.37681,-81.40850242,
G1S,7,13,3,HT,3,7-Mar,NB,-8.4,450,19.8814,12,-8127.948736,10.83726498,
G3S,7,14,3,HT,3,7-Mar,NB,-3.1,450,19.8814,12,-2999.600129,3.999466838,
G5S,7,15,3,HT,3,7-Mar,NB,3.6,450,19.8814,12,3483.406601,-4.644542135,
G7S,7,16,3,HT,3,7-Mar,NB,-7.7,450,19.8814,12,-7450.619675,9.934159566,
G9S,7,17,3,HT,3,7-Mar,NB,-61.3,450,19.8814,12,-59314.67351,79.08623135,
G11S,7,18,3,HT,3,7-Mar,NB,0.7,450,19.8814,12,677.3290613,-0.903105415,
G13S,7,19,3,HT,3,7-Mar,NB,-5.9,450,19.8814,12,-5708.916374,7.611888499,
G15S,7,20,3,HT,3,7-Mar,NB,-3.8,450,19.8814,12,-3676.92919,4.902572253,
G17S,7,21,3,HT,3,7-Mar,NB,-2.2,450,19.8814,12,-2128.748478,2.838331305,
G19S,7,22,3,HT,3,7-Mar,NB,4.8,450,19.8814,12,4644.542135,-6.192722846,
G21S,7,23,3,HT,3,7-Mar,NB,-9.6,450,19.8814,12,-9289.08427,12.38544569,
G23S,7,24,3,HT,3,7-Mar,NB,-4.2,450,19.8814,12,-4063.974368,5.418632491,
G1S,7,25,3,HT,3,7-Mar,NB,29.1,450,19.8814,12,28157.53669,-37.54338226,
R1S,7,1,2,HS,6,7-Jun,SB,-11.7,450,25.7026,12,-8757.042089,11.67605612,
R3S,7,2,2,HS,6,7-Jun,SB,3.1,450,25.7026,12,2320.241921,-3.093655895,
R5S,7,3,2,HS,6,7-Jun,SB,-6.4,450,25.7026,12,-4790.176869,6.386902492,
R7S,7,4,2,HS,6,7-Jun,SB,1.9,450,25.7026,12,1422.083758,-1.896111677,
R9S,7,5,2,HS,6,7-Jun,SB,3.2,450,25.7026,12,2395.088435,-3.193451246,
R11S,7,6,2,HS,6,7-Jun,SB,-3.5,450,25.7026,12,-2619.627975,3.492837301,
R13S,7,7,2,HS,6,7-Jun,SB,29.1,450,25.7026,12,21780.33545,-29.04044727,
R15S,7,8,2,HS,6,7-Jun,SB,1.6,450,25.7026,12,1197.544217,-1.596725623,
R17S,7,9,2,HS,6,7-Jun,SB,-37.2,450,25.7026,12,-27842.90305,37.12387074,
R19S,7,10,2,HS,6,7-Jun,SB,16.2,450,25.7026,12,12125.1352,-16.16684693,
R21S,7,11,2,HS,6,7-Jun,SB,-4.2,450,25.7026,12,-3143.55357,4.191404761,
R23S,7,12,2,HS,6,7-Jun,SB,-1.3,450,25.7026,12,-973.0046766,1.297339569,
R1S,7,13,2,HS,6,7-Jun,SB,0.9,450,25.7026,12,673.6186222,-0.898158163,
R3S,7,14,2,HS,6,7-Jun,SB,-7.5,450,25.7026,12,-5613.488519,7.484651358,
R5S,7,15,2,HS,6,7-Jun,SB,15.5,450,25.7026,12,11601.20961,-15.46827947,
R7S,7,16,2,HS,6,7-Jun,SB,-14.4,450,25.7026,12,-10777.89796,14.37053061,
R9S,7,17,2,HS,6,7-Jun,SB,8,450,25.7026,12,5987.721087,-7.983628115,
R11S,7,18,2,HS,6,7-Jun,SB,-2.7,450,25.7026,12,-2020.855867,2.694474489,
R13S,7,19,2,HS,6,7-Jun,SB,-8,450,25.7026,12,-5987.721087,7.983628115,
R15S,7,20,2,HS,6,7-Jun,SB,-0.1,450,25.7026,12,-74.84651358,0.099795351,
R17S,7,21,2,HS,6,7-Jun,SB,-3.3,450,25.7026,12,-2469.934948,3.293246598,
R19S,7,22,2,HS,6,7-Jun,SB,-7.1,450,25.7026,12,-5314.102464,7.085469952,
R21S,7,23,2,HS,6,7-Jun,SB,1.5,450,25.7026,12,1122.697704,-1.496930272,
R23S,7,24,2,HS,6,7-Jun,SB,-7.8,450,25.7026,12,-5838.028059,7.784037413,
R1S,7,25,2,HS,6,7-Jun,SB,8.6,450,25.7026,12,6436.800168,-8.582400224,
W1S,7,1,1,C,6,8-Jun,SB,-8.6,450,16.9246,12,-9775.267953,13.0336906,
W3S,7,2,1,C,6,8-Jun,SB,11.9,450,16.9246,12,13526.24287,-18.03499049,
W5S,7,3,1,C,6,8-Jun,SB,-3.5,450,16.9246,12,-3978.306725,5.304408967,
W7S,7,4,1,C,6,8-Jun,SB,-8.3,450,16.9246,12,-9434.270234,12.57902698,
W9S,7,5,1,C,6,8-Jun,SB,-58.2,450,16.9246,12,-66153.55754,88.20474339,
W11S,7,6,1,C,6,8-Jun,SB,-0.2,450,16.9246,12,-227.3318129,0.303109084,
W13S,7,7,1,C,6,8-Jun,SB,-4.8,450,16.9246,12,-5455.963509,7.274618012,
W15S,7,8,1,C,6,8-Jun,SB,-0.2,450,16.9246,12,-227.3318129,0.303109084,
W17S,7,9,1,C,6,8-Jun,SB,-2.1,450,16.9246,12,-2386.984035,3.18264538,
W19S,7,10,1,C,6,8-Jun,SB,-28.7,450,16.9246,12,-32622.11515,43.49615353,
W21S,7,11,1,C,6,8-Jun,SB,-10.5,450,16.9246,12,-11934.92018,15.9132269,
W23S,7,12,1,C,6,8-Jun,SB,178.9,450,16.9246,12,203348.3066,-271.1310755,
W1S,7,13,1,C,6,8-Jun,SB,-0.6,450,16.9246,12,-681.9954386,0.909327251,
W3S,7,14,1,C,6,8-Jun,SB,-2.3,450,16.9246,12,-2614.315848,3.485754464,
W5S,7,15,1,C,6,8-Jun,SB,-14,450,16.9246,12,-15913.2269,21.21763587,
W7S,7,16,1,C,6,8-Jun,SB,7.2,450,16.9246,12,8183.945263,-10.91192702,
W9S,7,17,1,C,6,8-Jun,SB,3.9,450,16.9246,12,4432.970351,-5.910627134,
W11S,7,18,1,C,6,8-Jun,SB,42.3,450,16.9246,12,48080.67842,-64.10757123,
W13S,7,19,1,C,6,8-Jun,SB,-15.8,450,16.9246,12,-17959.21322,23.94561762,
W15S,7,20,1,C,6,8-Jun,SB,3,450,16.9246,12,3409.977193,-4.546636257,
W17S,7,21,1,C,6,8-Jun,SB,11.5,450,16.9246,12,13071.57924,-17.42877232,
W19S,7,22,1,C,6,8-Jun,SB,-1.7,450,16.9246,12,-1932.320409,2.576427212,
W21S,7,23,1,C,6,8-Jun,SB,-9.6,450,16.9246,12,-10911.92702,14.54923602,
W23S,7,24,1,C,6,8-Jun,SB,0.1,450,16.9246,12,113.6659064,-0.151554542,
W1S,7,25,1,C,6,8-Jun,SB,-0.3,450,16.9246,12,-340.9977193,0.454663626,
G1S,8,1,3,HT,4,1-Apr,NB,2.6,450,23.3772,12,2139.584724,-2.852779631,
G3S,8,2,3,HT,4,1-Apr,NB,5,450,23.3772,12,4114.586007,-5.486114676,
G5S,8,3,3,HT,4,1-Apr,NB,-2.1,450,23.3772,12,-1728.126123,2.304168164,
G7S,8,4,3,HT,4,1-Apr,NB,-4.6,450,23.3772,12,-3785.419126,5.047225502,
G9S,8,5,3,HT,4,1-Apr,NB,-5.6,450,23.3772,12,-4608.336328,6.144448437,
G11S,8,6,3,HT,4,1-Apr,NB,3.1,450,23.3772,12,2551.043324,-3.401391099,
G13S,8,7,3,HT,4,1-Apr,NB,4.1,450,23.3772,12,3373.960526,-4.498614034,
G15S,8,8,3,HT,4,1-Apr,NB,3.3,450,23.3772,12,2715.626765,-3.620835686,
G17S,8,9,3,HT,4,1-Apr,NB,-4.6,450,23.3772,12,-3785.419126,5.047225502,
G19S,8,10,3,HT,4,1-Apr,NB,0.6,450,23.3772,12,493.7503208,-0.658333761,
G21S,8,11,3,HT,4,1-Apr,NB,1.8,450,23.3772,12,1481.250962,-1.975001283,
G23S,8,12,3,HT,4,1-Apr,NB,1.3,450,23.3772,12,1069.792362,-1.426389816,
G1S,8,13,3,HT,4,1-Apr,NB,-0.3,450,23.3772,12,-246.8751604,0.329166881,
G3S,8,14,3,HT,4,1-Apr,NB,-7.6,450,23.3772,12,-6254.17073,8.338894307,
G5S,8,15,3,HT,4,1-Apr,NB,0,450,23.3772,12,0,0,
G7S,8,16,3,HT,4,1-Apr,NB,-9,450,23.3772,12,-7406.254812,9.875006417,
G9S,8,17,3,HT,4,1-Apr,NB,3.5,450,23.3772,12,2880.210205,-3.840280273,
G11S,8,18,3,HT,4,1-Apr,NB,-4,450,23.3772,12,-3291.668806,4.388891741,
G13S,8,19,3,HT,4,1-Apr,NB,6,450,23.3772,12,4937.503208,-6.583337611,
G15S,8,20,3,HT,4,1-Apr,NB,-4.5,450,23.3772,12,-3703.127406,4.937503208,
G17S,8,21,3,HT,4,1-Apr,NB,-4,450,23.3772,12,-3291.668806,4.388891741,
G19S,8,22,3,HT,4,1-Apr,NB,5.2,450,23.3772,12,4279.169447,-5.705559263,
G21S,8,23,3,HT,4,1-Apr,NB,-3.5,450,23.3772,12,-2880.210205,3.840280273,
G23S,8,24,3,HT,4,1-Apr,NB,-7,450,23.3772,12,-5760.42041,7.680560546,
G1S,8,25,3,HT,4,1-Apr,NB,-2.8,450,23.3772,12,-2304.168164,3.072224218,
Y1S,8,1,4,HX,4,3-Apr,NB,-3.4,450,15.8928,12,-4115.542887,5.487390516,
Y3S,8,2,4,HX,4,3-Apr,NB,4.1,450,15.8928,12,4962.860541,-6.617147387,
Y5S,8,3,4,HX,4,3-Apr,NB,-47.5,450,15.8928,12,-57496.55504,76.66207339,
Y7S,8,4,4,HX,4,3-Apr,NB,3,450,15.8928,12,3631.361371,-4.841815162,
Y9S,8,5,4,HX,4,3-Apr,NB,-9.6,450,15.8928,12,-11620.35639,15.49380852,
Y11S,8,6,4,HX,4,3-Apr,NB,-13.6,450,15.8928,12,-16462.17155,21.94956207,
Y13S,8,7,4,HX,4,3-Apr,NB,51.5,450,15.8928,12,62338.37021,-83.11782694,
Y15S,8,8,4,HX,4,3-Apr,NB,5.5,450,15.8928,12,6657.495847,-8.87666113,
Y17S,8,9,4,HX,4,3-Apr,NB,48.2,450,15.8928,12,58343.8727,-77.79183026,
Y19S,8,10,4,HX,4,3-Apr,NB,2.9,450,15.8928,12,3510.315992,-4.680421323,
Y21S,8,11,4,HX,4,3-Apr,NB,-4.7,450,15.8928,12,-5689.132815,7.58551042,
Y23S,8,12,4,HX,4,3-Apr,NB,2.8,450,15.8928,12,3389.270613,-4.519027484,
Y1S,8,13,4,HX,4,3-Apr,NB,0.4,450,15.8928,12,484.1815162,-0.645575355,
Y3S,8,14,4,HX,4,3-Apr,NB,-7,450,15.8928,12,-8473.176533,11.29756871,
Y5S,8,15,4,HX,4,3-Apr,NB,2.4,450,15.8928,12,2905.089097,-3.873452129,
Y7S,8,16,4,HX,4,3-Apr,NB,-1.9,450,15.8928,12,-2299.862202,3.066482936,
Y9S,8,17,4,HX,4,3-Apr,NB,-0.6,450,15.8928,12,-726.2722742,0.968363032,
Y11S,8,18,4,HX,4,3-Apr,NB,7.8,450,15.8928,12,9441.539565,-12.58871942,
Y13S,8,19,4,HX,4,3-Apr,NB,-6.1,450,15.8928,12,-7383.768121,9.845024162,
Y15S,8,20,4,HX,4,3-Apr,NB,-39.6,450,15.8928,12,-47933.9701,63.91196013,
Y17S,8,21,4,HX,4,3-Apr,NB,-9.9,450,15.8928,12,-11983.49252,15.97799003,
Y19S,8,22,4,HX,4,3-Apr,NB,-17.9,450,15.8928,12,-21667.12285,28.88949713,
Y21S,8,23,4,HX,4,3-Apr,NB,40.2,450,15.8928,12,48660.24237,-64.88032317,
Y23S,8,24,4,HX,4,3-Apr,NB,17.7,450,15.8928,12,21425.03209,-28.56670945,
Y1S,8,25,4,HX,4,3-Apr,NB,-8.3,450,15.8928,12,-10046.76646,13.39568861,
R1S,8,1,2,HS,8,3-Aug,SB,13.7,450,10.626,12,24802.72445,-33.07029927,
R3S,8,2,2,HS,8,3-Aug,SB,6.5,450,10.626,12,11767.71598,-15.69028797,
R5S,8,3,2,HS,8,3-Aug,SB,21.9,450,10.626,12,39648.15076,-52.86420102,
R7S,8,4,2,HS,8,3-Aug,SB,1,450,10.626,12,1810.417843,-2.413890457,
R9S,8,5,2,HS,8,3-Aug,SB,-35.4,450,10.626,12,-64088.79164,85.45172219,
R11S,8,6,2,HS,8,3-Aug,SB,3.8,450,10.626,12,6879.587804,-9.172783738,
R13S,8,7,2,HS,8,3-Aug,SB,161.3,450,10.626,12,292020.3981,-389.3605308,
R15S,8,8,2,HS,8,3-Aug,SB,14.4,450,10.626,12,26070.01694,-34.76002259,
R17S,8,9,2,HS,8,3-Aug,SB,-11.5,450,10.626,12,-20819.80519,27.75974026,
R19S,8,10,2,HS,8,3-Aug,SB,-31.7,450,10.626,12,-57390.24562,76.5203275,
R21S,8,11,2,HS,8,3-Aug,SB,-1.2,450,10.626,12,-2172.501412,2.896668549,
R23S,8,12,2,HS,8,3-Aug,SB,1.7,450,10.626,12,3077.710333,-4.103613778,
R1S,8,13,2,HS,8,3-Aug,SB,-3.8,450,10.626,12,-6879.587804,9.172783738,
R3S,8,14,2,HS,8,3-Aug,SB,-1.3,450,10.626,12,-2353.543196,3.138057595,
R5S,8,15,2,HS,8,3-Aug,SB,-1.6,450,10.626,12,-2896.668549,3.862224732,
R7S,8,16,2,HS,8,3-Aug,SB,4,450,10.626,12,7241.671372,-9.655561829,
R9S,8,17,2,HS,8,3-Aug,SB,4.7,450,10.626,12,8508.963862,-11.34528515,
R11S,8,18,2,HS,8,3-Aug,SB,-4.3,450,10.626,12,-7784.796725,10.37972897,
R13S,8,19,2,HS,8,3-Aug,SB,-1.6,450,10.626,12,-2896.668549,3.862224732,
R15S,8,20,2,HS,8,3-Aug,SB,7.8,450,10.626,12,14121.25918,-18.82834557,
R17S,8,21,2,HS,8,3-Aug,SB,-1.2,450,10.626,12,-2172.501412,2.896668549,
R19S,8,22,2,HS,8,3-Aug,SB,-24.8,450,10.626,12,-44898.36251,59.86448334,
R21S,8,23,2,HS,8,3-Aug,SB,21.2,450,10.626,12,38380.85827,-51.1744777,
R23S,8,24,2,HS,8,3-Aug,SB,0.2,450,10.626,12,362.0835686,-0.482778091,
R1S,8,25,2,HS,8,3-Aug,SB,-16.1,450,10.626,12,-29147.72727,38.86363636,
W1S,8,1,1,C,8,7-Aug,SB,-17.8,450,12.9976,12,-26345.4407,35.12725426,
W3S,8,2,1,C,8,7-Aug,SB,10.8,450,12.9976,12,15984.87413,-21.31316551,
W5S,8,3,1,C,8,7-Aug,SB,-0.8,450,12.9976,12,-1184.06475,1.578753001,
W7S,8,4,1,C,8,7-Aug,SB,0.3,450,12.9976,12,444.0242814,-0.592032375,
W9S,8,5,1,C,8,7-Aug,SB,-16.7,450,12.9976,12,-24717.35166,32.95646889,
W11S,8,6,1,C,8,7-Aug,SB,3.6,450,12.9976,12,5328.291377,-7.104388502,
W13S,8,7,1,C,8,7-Aug,SB,-4.1,450,12.9976,12,-6068.331846,8.091109128,
W15S,8,8,1,C,8,7-Aug,SB,6.3,450,12.9976,12,9324.50991,-12.43267988,
W17S,8,9,1,C,8,7-Aug,SB,-5.3,450,12.9976,12,-7844.428972,10.45923863,
W19S,8,10,1,C,8,7-Aug,SB,-9.7,450,12.9976,12,-14356.7851,19.14238013,
W21S,8,11,1,C,8,7-Aug,SB,1.2,450,12.9976,12,1776.097126,-2.368129501,
W23S,8,12,1,C,8,7-Aug,SB,-6.9,450,12.9976,12,-10212.55847,13.61674463,
W1S,8,13,1,C,8,7-Aug,SB,-8,450,12.9976,12,-11840.6475,15.78753001,
W3S,8,14,1,C,8,7-Aug,SB,-21.1,450,12.9976,12,-31229.70779,41.63961039,
W5S,8,15,1,C,8,7-Aug,SB,-0.6,450,12.9976,12,-888.0485628,1.18406475,
W7S,8,16,1,C,8,7-Aug,SB,0.6,450,12.9976,12,888.0485628,-1.18406475,
W9S,8,17,1,C,8,7-Aug,SB,2.5,450,12.9976,12,3700.202345,-4.933603127,
W11S,8,18,1,C,8,7-Aug,SB,0.3,450,12.9976,12,444.0242814,-0.592032375,
W13S,8,19,1,C,8,7-Aug,SB,-15.1,450,12.9976,12,-22349.22216,29.79896289,
W15S,8,20,1,C,8,7-Aug,SB,-1.9,450,12.9976,12,-2812.153782,3.749538376,
W17S,8,21,1,C,8,7-Aug,SB,4,450,12.9976,12,5920.323752,-7.893765003,
W19S,8,22,1,C,8,7-Aug,SB,-2.2,450,12.9976,12,-3256.178064,4.341570752,
W21S,8,23,1,C,8,7-Aug,SB,-7.6,450,12.9976,12,-11248.61513,14.99815351,
W23S,8,24,1,C,8,7-Aug,SB,2.8,450,12.9976,12,4144.226626,-5.525635502,
W1S,8,25,1,C,8,7-Aug,SB,-1.2,450,12.9976,12,-1776.097126,2.368129501,
R1S,9,1,2,HS,4,2-Apr,NB,-7.1,450,20.867,12,-6545.562371,8.727416495,
R3S,9,2,2,HS,4,2-Apr,NB,-4.7,450,20.867,12,-4332.977908,5.777303877,
R5S,9,3,2,HS,4,2-Apr,NB,-0.4,450,20.867,12,-368.7640773,0.491685436,
R7S,9,4,2,HS,4,2-Apr,NB,2.6,450,20.867,12,2396.966502,-3.195955336,
R9S,9,5,2,HS,4,2-Apr,NB,1.1,450,20.867,12,1014.101212,-1.35213495,
R11S,9,6,2,HS,4,2-Apr,NB,-9.8,450,20.867,12,-9034.719893,12.04629319,
R13S,9,7,2,HS,4,2-Apr,NB,5.2,450,20.867,12,4793.933004,-6.391910672,
R15S,9,8,2,HS,4,2-Apr,NB,29.2,450,20.867,12,26919.77764,-35.89303685,
R17S,9,9,2,HS,4,2-Apr,NB,-4.1,450,20.867,12,-3779.831792,5.039775722,
R19S,9,10,2,HS,4,2-Apr,NB,-0.4,450,20.867,12,-368.7640773,0.491685436,
R21S,9,11,2,HS,4,2-Apr,NB,3.1,450,20.867,12,2857.921599,-3.810562132,
R23S,9,12,2,HS,4,2-Apr,NB,-4.9,450,20.867,12,-4517.359946,6.023146595,
R1S,9,13,2,HS,4,2-Apr,NB,-1.8,450,20.867,12,-1659.438348,2.212584464,
R3S,9,14,2,HS,4,2-Apr,NB,-1.2,450,20.867,12,-1106.292232,1.475056309,
R5S,9,15,2,HS,4,2-Apr,NB,-2.6,450,20.867,12,-2396.966502,3.195955336,
R7S,9,16,2,HS,4,2-Apr,NB,5.5,450,20.867,12,5070.506062,-6.76067475,
R9S,9,17,2,HS,4,2-Apr,NB,-6,450,20.867,12,-5531.461159,7.375281545,
R11S,9,18,2,HS,4,2-Apr,NB,0.3,450,20.867,12,276.5730579,-0.368764077,
R13S,9,19,2,HS,4,2-Apr,NB,-4.7,450,20.867,12,-4332.977908,5.777303877,
R15S,9,20,2,HS,4,2-Apr,NB,-7.4,450,20.867,12,-6822.135429,9.096180572,
R17S,9,21,2,HS,4,2-Apr,NB,-2.2,450,20.867,12,-2028.202425,2.7042699,
