Experiment,Colony,Coral,Location,Treatment,Chamber,Day,Time,rsq,mo2,mo2_turb_avg,mo2_turb
5,1,2-Jan,NB,C,1,Day2,32,0.77,-0.228800986,-0.233475043,-0.228800986
5,1,2-Jan,NB,C,1,Day2,33,0.853,-0.3054942,,-0.3054942
5,1,2-Jan,NB,C,1,Day2,34,0.893,-0.357781883,-0.331638042,-0.357781883
5,1,2-Jan,NB,C,1,Day2,35,0.714,-0.19970279,,-0.19970279
5,1,2-Jan,NB,C,1,Day2,36,0.873,-0.332302731,-0.266002761,-0.332302731
5,1,2-Jan,NB,C,1,Day2,37,0.875,-0.338379583,,-0.338379583
5,1,2-Jan,NB,C,1,Day2,38,0.896,-0.360689503,-0.349534543,-0.360689503
5,1,2-Jan,NB,C,1,Day2,39,0.404,-0.101833479,,-0.101833479
5,1,2-Jan,NB,C,1,Day2,40,0.629,-0.148813243,-0.125323361,-0.148813243
5,1,2-Jan,NB,C,1,Day2,41,0.781,-0.232957908,,-0.232957908
5,1,2-Jan,NB,C,1,Day2,42,0.757,-0.211040007,-0.221998958,-0.211040007
5,1,2-Jan,NB,C,1,Day2,43,0.6,-0.138557048,,-0.138557048
5,1,2-Jan,NB,C,1,Day2,44,0.529,-0.136054047,-0.137305548,-0.136054047
5,1,2-Jan,NB,C,1,Day2,45,0.911,-0.426813023,,-0.426813023
5,1,2-Jan,NB,C,1,Day2,46,0.914,-0.396846039,-0.411829531,-0.396846039
5,1,2-Jan,NB,C,1,Day2,47,0.726,-0.20024739,,-0.20024739
5,1,2-Jan,NB,C,1,Day2,48,0.728,-0.189001012,-0.194624201,-0.189001012
5,1,2-Jan,NB,C,1,Day2,49,0.726,-0.205155234,,-0.205155234
5,1,2-Jan,NB,C,1,Day2,50,0.483,-0.11737511,-0.161265172,-0.11737511
5,1,2-Jan,NB,C,1,Day2,51,0.944,-0.545923084,,-0.545923084
5,1,1-Jan,NB,HS,2,Day2,1,0.128,-0.314517647,,-0.314517647
5,1,1-Jan,NB,HS,2,Day2,2,0.369,0.239894955,-0.037311346,0.239894955
5,1,1-Jan,NB,HS,2,Day2,3,0.95,0.866917465,,0.866917465
5,1,1-Jan,NB,HS,2,Day2,4,0.962,1.17377352,1.020345493,1.17377352
5,1,1-Jan,NB,HS,2,Day2,5,0.91,0.615121875,,0.615121875
5,1,1-Jan,NB,HS,2,Day2,6,0.914,0.580895593,0.598008734,0.580895593
5,1,1-Jan,NB,HS,2,Day2,7,0.879,0.459548858,,0.459548858
5,1,1-Jan,NB,HS,2,Day2,8,0.85,0.455339495,0.457444177,0.455339495
5,1,1-Jan,NB,HS,2,Day2,9,0.803,0.431669622,,0.431669622
5,1,1-Jan,NB,HS,2,Day2,10,0.806,0.395869562,0.413769592,0.395869562
5,1,1-Jan,NB,HS,2,Day2,11,0.867,0.487173861,,0.487173861
5,1,1-Jan,NB,HS,2,Day2,12,0.89,0.540157598,0.51366573,0.540157598
5,1,1-Jan,NB,HS,2,Day2,13,0.882,0.632895115,,0.632895115
5,1,1-Jan,NB,HS,2,Day2,14,0.864,0.475095852,0.553995484,0.475095852
5,1,1-Jan,NB,HS,2,Day2,15,0.885,0.522007396,,0.522007396
5,1,1-Jan,NB,HS,2,Day2,16,0.892,0.556452504,0.53922995,0.556452504
5,1,1-Jan,NB,HS,2,Day2,17,0.858,0.5430348,,0.5430348
5,1,1-Jan,NB,HS,2,Day2,18,0.824,0.472984456,0.508009628,0.472984456
5,1,1-Jan,NB,HS,2,Day2,19,0.761,0.389892224,,0.389892224
5,1,1-Jan,NB,HS,2,Day2,20,0.814,0.414875584,0.402383904,0.414875584
5,1,1-Jan,NB,HS,2,Day2,21,0.83,0.43773469,,0.43773469
5,1,1-Jan,NB,HS,2,Day2,22,0.821,0.463086115,0.450410403,0.463086115
5,1,1-Jan,NB,HS,2,Day2,23,0.863,0.530323126,,0.530323126
5,1,1-Jan,NB,HS,2,Day2,24,0.888,0.601545944,0.565934535,0.601545944
5,1,1-Jan,NB,HS,2,Day2,25,0.808,0.482632672,,0.482632672
5,1,1-Jan,NB,HS,2,Day2,26,0.736,0.361767926,0.422200299,0.361767926
5,1,1-Jan,NB,HS,2,Day2,27,0.826,0.475523943,,0.475523943
5,1,1-Jan,NB,HS,2,Day2,28,0.805,0.55008942,0.512806682,0.55008942
5,1,1-Jan,NB,HS,2,Day2,29,0.832,0.488595418,,0.488595418
5,1,1-Jan,NB,HS,2,Day2,30,0.801,0.450939783,0.469767601,0.450939783
5,1,1-Jan,NB,HS,2,Day2,31,0.871,0.561868152,,0.561868152
5,1,1-Jan,NB,HS,2,Day2,32,0.878,0.601276398,0.581572275,0.601276398
5,1,1-Jan,NB,HS,2,Day2,33,0.863,0.502678772,,0.502678772
5,1,1-Jan,NB,HS,2,Day2,34,0.846,0.529701712,0.516190242,0.529701712
5,1,1-Jan,NB,HS,2,Day2,35,0.93,0.779449075,,0.779449075
5,1,1-Jan,NB,HS,2,Day2,36,0.91,0.70486168,0.742155378,0.70486168
5,1,1-Jan,NB,HS,2,Day2,37,0.896,0.687988498,,0.687988498
5,1,1-Jan,NB,HS,2,Day2,38,0.9,0.695265575,0.691627037,0.695265575
5,1,1-Jan,NB,HS,2,Day2,39,0.785,0.486491622,,0.486491622
5,1,1-Jan,NB,HS,2,Day2,40,0.821,0.450008204,0.468249913,0.450008204
5,1,1-Jan,NB,HS,2,Day2,41,0.877,0.640001831,,0.640001831
5,1,1-Jan,NB,HS,2,Day2,42,0.941,0.754070392,0.697036112,0.754070392
5,1,1-Jan,NB,HS,2,Day2,43,0.778,0.311110217,,0.311110217
5,1,1-Jan,NB,HS,2,Day2,44,0.649,0.330939057,0.321024637,0.330939057
5,1,1-Jan,NB,HS,2,Day2,45,0.98,1.498042662,,1.498042662
5,1,1-Jan,NB,HS,2,Day2,46,0.973,1.429579763,1.463811213,1.429579763
5,1,1-Jan,NB,HS,2,Day2,47,0.934,0.869149642,,0.869149642
5,1,1-Jan,NB,HS,2,Day2,48,0.912,0.84034059,0.854745116,0.84034059
5,1,1-Jan,NB,HS,2,Day2,49,0.903,0.713592203,,0.713592203
5,1,1-Jan,NB,HS,2,Day2,50,0.932,0.810995053,0.762293628,0.810995053
5,1,1-Jan,NB,HS,2,Day2,51,0.00723,0.016813435,,0.016813435
5,5,4-May,SB,HT,3,Day2,1,0.108,0.344960321,,0.344960321
5,5,4-May,SB,HT,3,Day2,2,0.874,-0.957973844,-0.306506762,-0.957973844
5,5,4-May,SB,HT,3,Day2,3,0.985,-1.422902914,,-1.422902914
5,5,4-May,SB,HT,3,Day2,4,0.851,-1.131908296,-1.277405605,-1.131908296
5,5,4-May,SB,HT,3,Day2,5,0.876,-0.907243254,,-0.907243254
5,5,4-May,SB,HT,3,Day2,6,0.974,-0.954778786,-0.93101102,-0.954778786
5,5,4-May,SB,HT,3,Day2,7,0.958,-1.548086348,,-1.548086348
5,5,4-May,SB,HT,3,Day2,8,0.831,-1.175340746,-1.361713547,-1.175340746
5,5,4-May,SB,HT,3,Day2,9,0.906,-0.948678344,,-0.948678344
5,5,4-May,SB,HT,3,Day2,10,0.987,-1.331071261,-1.139874803,-1.331071261
5,5,4-May,SB,HT,3,Day2,11,0.948,-1.042270951,,-1.042270951
5,5,4-May,SB,HT,3,Day2,12,0.933,-0.872514877,-0.957392914,-0.872514877
5,5,4-May,SB,HT,3,Day2,13,0.941,-0.866855284,,-0.866855284
5,5,4-May,SB,HT,3,Day2,14,0.934,-0.798497375,-0.83267633,-0.798497375
5,5,4-May,SB,HT,3,Day2,15,0.874,-0.768883416,,-0.768883416
5,5,4-May,SB,HT,3,Day2,16,0.946,-0.796053035,-0.782468226,-0.796053035
5,5,4-May,SB,HT,3,Day2,17,0.97,-1.236115617,,-1.236115617
5,5,4-May,SB,HT,3,Day2,18,0.988,-1.851453979,-1.543784798,-1.851453979
5,5,4-May,SB,HT,3,Day2,19,0.939,-1.889804659,,-1.889804659
5,5,4-May,SB,HT,3,Day2,20,0.88,-1.339004022,-1.614404341,-1.339004022
5,5,4-May,SB,HT,3,Day2,21,0.978,-1.359901056,,-1.359901056
5,5,4-May,SB,HT,3,Day2,22,0.988,-1.769193152,-1.564547104,-1.769193152
5,5,4-May,SB,HT,3,Day2,23,0.973,-2.089653791,,-2.089653791
5,5,4-May,SB,HT,3,Day2,24,0.9,-1.444939561,-1.767296676,-1.444939561
5,5,4-May,SB,HT,3,Day2,25,0.972,-1.493088881,,-1.493088881
5,5,4-May,SB,HT,3,Day2,26,0.939,-0.901005893,-1.197047387,-0.901005893
5,5,4-May,SB,HT,3,Day2,27,0.934,-1.045618747,,-1.045618747
5,5,4-May,SB,HT,3,Day2,28,0.939,-0.83056414,-0.938091444,-0.83056414
5,5,4-May,SB,HT,3,Day2,29,0.951,-0.909877908,,-0.909877908
5,5,4-May,SB,HT,3,Day2,30,0.947,-0.861714953,-0.885796431,-0.861714953
5,5,4-May,SB,HT,3,Day2,31,0.871,-1.37813971,,-1.37813971
5,5,4-May,SB,HT,3,Day2,32,0.917,-0.704615893,-1.041377802,-0.704615893
5,5,4-May,SB,HT,3,Day2,33,0.809,-0.755992333,,-0.755992333
5,5,4-May,SB,HT,3,Day2,34,0.978,-1.477203953,-1.116598143,-1.477203953
5,5,4-May,SB,HT,3,Day2,35,0.762,-1.233597306,,-1.233597306
5,5,4-May,SB,HT,3,Day2,36,0.752,-0.840641562,-1.037119434,-0.840641562
5,5,4-May,SB,HT,3,Day2,37,0.659,-0.33811067,,-0.33811067
5,5,4-May,SB,HT,3,Day2,38,0.421,-0.225570617,-0.281840644,-0.225570617
5,5,4-May,SB,HT,3,Day2,39,0.627,-0.288778989,,-0.288778989
5,5,4-May,SB,HT,3,Day2,40,0.9,-0.62562969,-0.45720434,-0.62562969
5,5,4-May,SB,HT,3,Day2,41,0.894,-0.782700978,,-0.782700978
5,5,4-May,SB,HT,3,Day2,42,0.902,-0.788683109,-0.785692044,-0.788683109
5,5,4-May,SB,HT,3,Day2,43,0.574,-0.257020216,,-0.257020216
5,5,4-May,SB,HT,3,Day2,44,0.726,-0.859474709,-0.558247463,-0.859474709
5,5,4-May,SB,HT,3,Day2,45,0.476,-0.208800258,,-0.208800258
5,5,4-May,SB,HT,3,Day2,46,0.23,-0.119150534,-0.163975396,-0.119150534
5,5,4-May,SB,HT,3,Day2,47,0.195,-0.110585341,,-0.110585341
5,5,4-May,SB,HT,3,Day2,48,0.384,-0.166239121,-0.138412231,-0.166239121
5,5,4-May,SB,HT,3,Day2,49,0.363,-0.161901997,,-0.161901997
5,5,4-May,SB,HT,3,Day2,50,0.8,-0.600020022,-0.38096101,-0.600020022
5,5,4-May,SB,HT,3,Day2,51,0.656,-0.31454819,,-0.31454819
5,5,4-May,SB,HT,3,Day2,52,0.93,-0.803331186,-0.558939688,-0.803331186
5,5,7-May,SB,HX,4,Day2,1,0.0629,0.26110459,,0.26110459
5,5,7-May,SB,HX,4,Day2,2,0.677,-1.154690639,-0.446793025,-1.154690639
5,5,7-May,SB,HX,4,Day2,3,0.882,-0.900741857,,-0.900741857
5,5,7-May,SB,HX,4,Day2,4,0.873,-0.881751647,-0.891246752,-0.881751647
5,5,7-May,SB,HX,4,Day2,5,0.913,-1.996067751,,-1.996067751
5,5,7-May,SB,HX,4,Day2,6,0.94,-1.483679496,-1.739873624,-1.483679496
5,5,7-May,SB,HX,4,Day2,7,0.97,-2.089780492,,-2.089780492
5,5,7-May,SB,HX,4,Day2,8,0.976,-1.769541231,-1.929660862,-1.769541231
5,5,7-May,SB,HX,4,Day2,9,0.939,-1.772877254,,-1.772877254
5,5,7-May,SB,HX,4,Day2,10,0.955,-1.597680666,-1.68527896,-1.597680666
5,5,7-May,SB,HX,4,Day2,11,0.848,-0.631456861,,-0.631456861
5,5,7-May,SB,HX,4,Day2,12,0.78,-0.517608747,-0.574532804,-0.517608747
5,5,7-May,SB,HX,4,Day2,13,0.744,-0.49765187,,-0.49765187
5,5,7-May,SB,HX,4,Day2,14,0.694,-0.428794422,-0.463223146,-0.428794422
5,5,7-May,SB,HX,4,Day2,15,0.555,-0.322611402,,-0.322611402
5,5,7-May,SB,HX,4,Day2,16,0.589,-0.328911426,-0.325761414,-0.328911426
5,5,7-May,SB,HX,4,Day2,17,0.929,-1.440392048,,-1.440392048
5,5,7-May,SB,HX,4,Day2,18,0.864,-1.0096599,-1.225025974,-1.0096599
5,5,7-May,SB,HX,4,Day2,19,0.685,-1.149281322,,-1.149281322
5,5,7-May,SB,HX,4,Day2,20,0.669,-1.034169415,-1.091725369,-1.034169415
5,5,7-May,SB,HX,4,Day2,21,0.779,-0.392434706,,-0.392434706
5,5,7-May,SB,HX,4,Day2,22,0.544,-0.33244467,-0.362439688,-0.33244467
5,5,7-May,SB,HX,4,Day2,23,0.908,-1.2429305,,-1.2429305
5,5,7-May,SB,HX,4,Day2,24,0.907,-1.497975891,-1.370453196,-1.497975891
5,5,7-May,SB,HX,4,Day2,25,0.861,-1.792322993,,-1.792322993
5,5,7-May,SB,HX,4,Day2,26,0.675,-1.262284526,-1.52730376,-1.262284526
5,5,7-May,SB,HX,4,Day2,27,0.936,-0.769325956,,-0.769325956
5,5,7-May,SB,HX,4,Day2,28,0.78,-0.529465705,-0.649395831,-0.529465705
5,5,7-May,SB,HX,4,Day2,29,0.389,-0.21997261,,-0.21997261
5,5,7-May,SB,HX,4,Day2,30,0.0718,-0.073097903,-0.146535257,-0.073097903
5,5,7-May,SB,HX,4,Day2,31,0.0896,-0.069481163,,-0.069481163
5,5,7-May,SB,HX,4,Day2,32,0.181,0.10508772,0.017803279,0.10508772
5,5,7-May,SB,HX,4,Day2,33,0.335,-0.435220037,,-0.435220037
5,5,7-May,SB,HX,4,Day2,34,0.639,-0.94948365,-0.692351844,-0.94948365
5,5,7-May,SB,HX,4,Day2,35,0.444,-0.525333565,,-0.525333565
5,5,7-May,SB,HX,4,Day2,36,0.817,-1.26996292,-0.897648243,-1.26996292
5,5,7-May,SB,HX,4,Day2,37,0.683,0.435290374,,0.435290374
5,5,7-May,SB,HX,4,Day2,38,0.562,0.273460103,0.354375239,0.273460103
5,5,7-May,SB,HX,4,Day2,39,0.126,-0.381179497,,-0.381179497
5,5,7-May,SB,HX,4,Day2,40,0.115,-0.328375217,-0.354777357,-0.328375217
5,5,7-May,SB,HX,4,Day2,41,0.372,-0.319758176,,-0.319758176
5,5,7-May,SB,HX,4,Day2,42,0.546,-0.927513613,-0.623635895,-0.927513613
5,5,7-May,SB,HX,4,Day2,43,0.648,-1.012288848,,-1.012288848
5,5,7-May,SB,HX,4,Day2,44,0.657,-1.031129614,-1.021709231,-1.031129614
5,5,7-May,SB,HX,4,Day2,45,0.139,0.100588632,,0.100588632
5,5,7-May,SB,HX,4,Day2,46,0.768,-1.110794039,-0.505102704,-1.110794039
5,5,7-May,SB,HX,4,Day2,47,0.00649,0.019639606,,0.019639606
5,5,7-May,SB,HX,4,Day2,48,0.551,-0.864381201,-0.422370798,-0.864381201
5,5,7-May,SB,HX,4,Day2,49,0.576,0.302601307,,0.302601307
5,5,7-May,SB,HX,4,Day2,50,0.591,0.386854712,0.34472801,0.386854712
5,5,7-May,SB,HX,4,Day2,51,0.342,0.168344338,,0.168344338
6,4,5-Apr,NB,C,1,Day2,1,0.106,-0.047760051,,-0.047760051
6,4,5-Apr,NB,C,1,Day2,2,0.861,-0.302955442,-0.175357747,-0.302955442
6,4,5-Apr,NB,C,1,Day2,3,0.801,-0.229154675,,-0.229154675
6,4,5-Apr,NB,C,1,Day2,4,0.834,-0.301039711,-0.265097193,-0.301039711
6,4,5-Apr,NB,C,1,Day2,5,0.85,-0.290670251,,-0.290670251
6,4,5-Apr,NB,C,1,Day2,6,0.896,-0.334838886,-0.312754569,-0.334838886
6,4,5-Apr,NB,C,1,Day2,7,0.113,-0.044857948,,-0.044857948
6,4,5-Apr,NB,C,1,Day2,8,0.884,-0.39104467,-0.217951309,-0.39104467
6,4,5-Apr,NB,C,1,Day2,9,0.104,-0.03876061,,-0.03876061
6,4,5-Apr,NB,C,1,Day2,10,0.883,-0.325035374,-0.181897992,-0.325035374
6,4,5-Apr,NB,C,1,Day2,11,0.889,-0.332765049,,-0.332765049
6,4,5-Apr,NB,C,1,Day2,12,0.851,-0.305352412,-0.319058731,-0.305352412
6,4,5-Apr,NB,C,1,Day2,13,0.627,-0.148047011,,-0.148047011
6,4,5-Apr,NB,C,1,Day2,14,0.8,-0.250651442,-0.199349227,-0.250651442
6,4,5-Apr,NB,C,1,Day2,15,0.0637,-0.037612996,,-0.037612996
6,4,5-Apr,NB,C,1,Day2,16,0.935,-0.45023267,-0.243922833,-0.45023267
6,4,5-Apr,NB,C,1,Day2,17,0.918,-0.426757538,,-0.426757538
6,4,5-Apr,NB,C,1,Day2,18,0.9,-0.385977986,-0.406367762,-0.385977986
6,4,5-Apr,NB,C,1,Day2,19,0.907,-0.393138449,,-0.393138449
6,4,5-Apr,NB,C,1,Day2,20,0.566,-0.137808772,-0.265473611,-0.137808772
6,4,5-Apr,NB,C,1,Day2,21,0.803,-0.236674358,,-0.236674358
6,4,5-Apr,NB,C,1,Day2,22,0.836,-0.254678561,-0.24567646,-0.254678561
6,4,5-Apr,NB,C,1,Day2,23,0.781,-0.239937878,,-0.239937878
6,4,5-Apr,NB,C,1,Day2,24,0.776,-0.220982218,-0.230460048,-0.220982218
6,4,5-Apr,NB,C,1,Day2,25,0.0708,-0.031873715,,-0.031873715
6,4,5-Apr,NB,C,1,Day2,26,0.537,-0.137496327,-0.084685021,-0.137496327
6,4,5-Apr,NB,C,1,Day2,27,0.721,-0.187737926,,-0.187737926
6,4,5-Apr,NB,C,1,Day2,28,0.707,-0.177542313,-0.18264012,-0.177542313
6,4,5-Apr,NB,C,1,Day2,29,0.74,-0.210779162,,-0.210779162
6,4,5-Apr,NB,C,1,Day2,30,0.657,-0.172683135,-0.191731149,-0.172683135
6,4,5-Apr,NB,C,1,Day2,31,0.517,-0.129135272,,-0.129135272
6,4,5-Apr,NB,C,1,Day2,32,0.649,-0.164228836,-0.146682054,-0.164228836
6,4,5-Apr,NB,C,1,Day2,33,0.655,-0.163390231,,-0.163390231
6,4,5-Apr,NB,C,1,Day2,34,0.69,-0.178961265,-0.171175748,-0.178961265
6,4,5-Apr,NB,C,1,Day2,35,0.292,-0.081791146,,-0.081791146
6,4,5-Apr,NB,C,1,Day2,36,0.192,-0.060304942,-0.071048044,-0.060304942
6,4,5-Apr,NB,C,1,Day2,37,0.404,-0.104564423,,-0.104564423
6,4,5-Apr,NB,C,1,Day2,38,0.465,-0.109797284,-0.107180854,-0.109797284
6,4,5-Apr,NB,C,1,Day2,39,0.551,-0.132490258,,-0.132490258
6,4,5-Apr,NB,C,1,Day2,40,0.685,-0.166541636,-0.149515947,-0.166541636
6,4,5-Apr,NB,C,1,Day2,41,0.469,-0.117710611,,-0.117710611
6,4,5-Apr,NB,C,1,Day2,42,0.565,-0.134904475,-0.126307543,-0.134904475
6,4,5-Apr,NB,C,1,Day2,43,0.796,-0.247312714,,-0.247312714
6,4,5-Apr,NB,C,1,Day2,44,0.856,-0.305477117,-0.276394916,-0.305477117
6,4,5-Apr,NB,C,1,Day2,45,0.908,-0.38665566,,-0.38665566
6,4,5-Apr,NB,C,1,Day2,46,0.892,-0.356510349,-0.371583005,-0.356510349
6,4,5-Apr,NB,C,1,Day2,47,0.933,-0.445227566,,-0.445227566
6,4,5-Apr,NB,C,1,Day2,48,0.785,-0.237218768,-0.341223167,-0.237218768
6,4,5-Apr,NB,C,1,Day2,49,0.834,-0.286326536,,-0.286326536
6,4,5-Apr,NB,C,1,Day2,50,0.893,-0.341524079,-0.313925308,-0.341524079
6,4,5-Apr,NB,C,1,Day2,51,0.877,-0.350705491,,-0.350705491
6,4,7-Apr,NB,HS,2,Day2,1,0.906,-0.995615108,,-0.995615108
6,4,7-Apr,NB,HS,2,Day2,2,0.69,-0.260664755,-0.628139932,-0.260664755
6,4,7-Apr,NB,HS,2,Day2,3,0.00485,-0.009858155,,-0.009858155
6,4,7-Apr,NB,HS,2,Day2,4,0.193,0.067826982,0.028984414,0.067826982
6,4,7-Apr,NB,HS,2,Day2,5,0.561,0.152847231,,0.152847231
6,4,7-Apr,NB,HS,2,Day2,6,0.951,-0.994181332,-0.420667051,-0.994181332
6,4,7-Apr,NB,HS,2,Day2,7,0.976,-1.149584801,,-1.149584801
6,4,7-Apr,NB,HS,2,Day2,8,0.387,-0.113181316,-0.631383059,-0.113181316
6,4,7-Apr,NB,HS,2,Day2,9,0.643,0.184042861,,0.184042861
6,4,7-Apr,NB,HS,2,Day2,10,0.907,-0.581755152,-0.198856146,-0.581755152
6,4,7-Apr,NB,HS,2,Day2,11,0.899,-0.433192646,,-0.433192646
6,4,7-Apr,NB,HS,2,Day2,12,0.932,-0.528394195,-0.480793421,-0.528394195
6,4,7-Apr,NB,HS,2,Day2,13,0.897,-0.430994264,,-0.430994264
6,4,7-Apr,NB,HS,2,Day2,14,0.943,-0.561520806,-0.496257535,-0.561520806
6,4,7-Apr,NB,HS,2,Day2,15,0.936,-0.566466422,,-0.566466422
6,4,7-Apr,NB,HS,2,Day2,16,0.947,-0.75294574,-0.659706081,-0.75294574
6,4,7-Apr,NB,HS,2,Day2,17,0.878,-0.43435211,,-0.43435211
6,4,7-Apr,NB,HS,2,Day2,18,0.935,-0.524631219,-0.479491665,-0.524631219
6,4,7-Apr,NB,HS,2,Day2,19,0.897,-0.494815673,,-0.494815673
6,4,7-Apr,NB,HS,2,Day2,20,0.856,-0.343350966,-0.41908332,-0.343350966
6,4,7-Apr,NB,HS,2,Day2,21,0.932,-0.478397192,,-0.478397192
6,4,7-Apr,NB,HS,2,Day2,22,0.943,-0.556879807,-0.5176385,-0.556879807
6,4,7-Apr,NB,HS,2,Day2,23,0.933,-0.574395352,,-0.574395352
6,4,7-Apr,NB,HS,2,Day2,24,0.888,-0.422847532,-0.498621442,-0.422847532
6,4,7-Apr,NB,HS,2,Day2,25,0.798,-0.314183813,,-0.314183813
6,4,7-Apr,NB,HS,2,Day2,26,0.872,-0.374962551,-0.344573182,-0.374962551
6,4,7-Apr,NB,HS,2,Day2,27,0.881,-0.402826099,,-0.402826099
6,4,7-Apr,NB,HS,2,Day2,28,0.866,-0.370358624,-0.386592362,-0.370358624
6,4,7-Apr,NB,HS,2,Day2,29,0.897,-0.401820625,,-0.401820625
6,4,7-Apr,NB,HS,2,Day2,30,0.828,-0.304327608,-0.353074117,-0.304327608
6,4,7-Apr,NB,HS,2,Day2,31,0.775,-0.282372446,,-0.282372446
6,4,7-Apr,NB,HS,2,Day2,32,0.832,-0.305712408,-0.294042427,-0.305712408
6,4,7-Apr,NB,HS,2,Day2,33,0.835,-0.340323297,,-0.340323297
6,4,7-Apr,NB,HS,2,Day2,34,0.67,-0.22296848,-0.281645889,-0.22296848
6,4,7-Apr,NB,HS,2,Day2,35,0.726,-0.241781805,,-0.241781805
6,4,7-Apr,NB,HS,2,Day2,36,0.77,-0.276439424,-0.259110615,-0.276439424
6,4,7-Apr,NB,HS,2,Day2,37,0.815,-0.312793408,,-0.312793408
6,4,7-Apr,NB,HS,2,Day2,38,0.536,-0.17449501,-0.243644209,-0.17449501
6,4,7-Apr,NB,HS,2,Day2,39,0.69,-0.222396597,,-0.222396597
6,4,7-Apr,NB,HS,2,Day2,40,0.467,-0.149681615,-0.186039106,-0.149681615
6,4,7-Apr,NB,HS,2,Day2,41,0.499,-0.15219796,,-0.15219796
6,4,7-Apr,NB,HS,2,Day2,42,0.00112,-0.005354,-0.07877598,-0.005354
6,4,7-Apr,NB,HS,2,Day2,43,0.501,-0.162243967,,-0.162243967
6,4,7-Apr,NB,HS,2,Day2,44,0.683,-0.233059691,-0.197651829,-0.233059691
6,4,7-Apr,NB,HS,2,Day2,45,0.828,-0.334509205,,-0.334509205
6,4,7-Apr,NB,HS,2,Day2,46,0.665,-0.214441072,-0.274475139,-0.214441072
6,4,7-Apr,NB,HS,2,Day2,47,0.00479,-0.008608936,,-0.008608936
6,4,7-Apr,NB,HS,2,Day2,48,0.542,0.145971965,0.068681515,0.145971965
6,4,7-Apr,NB,HS,2,Day2,49,0.634,0.176782377,,0.176782377
6,4,7-Apr,NB,HS,2,Day2,50,0.715,0.20884112,0.192811749,0.20884112
6,4,7-Apr,NB,HS,2,Day2,51,0.79,0.263709557,,0.263709557
6,8,8-Aug,SB,HT,3,Day2,1,0.922,-1.46462459,,-1.46462459
6,8,8-Aug,SB,HT,3,Day2,2,0.955,-1.122964625,-1.293794608,-1.122964625
6,8,8-Aug,SB,HT,3,Day2,3,0.918,-1.146343323,,-1.146343323
6,8,8-Aug,SB,HT,3,Day2,4,0.964,-1.525111166,-1.335727245,-1.525111166
6,8,8-Aug,SB,HT,3,Day2,5,0.911,-1.177011532,,-1.177011532
6,8,8-Aug,SB,HT,3,Day2,6,0.92,-0.55721825,-0.867114891,-0.55721825
6,8,8-Aug,SB,HT,3,Day2,7,0.816,-0.389697675,,-0.389697675
6,8,8-Aug,SB,HT,3,Day2,8,0.923,-1.385678929,-0.887688302,-1.385678929
6,8,8-Aug,SB,HT,3,Day2,9,0.874,-0.885057808,,-0.885057808
6,8,8-Aug,SB,HT,3,Day2,10,0.944,-1.666768378,-1.275913093,-1.666768378
6,8,8-Aug,SB,HT,3,Day2,11,0.758,-0.731195733,,-0.731195733
6,8,8-Aug,SB,HT,3,Day2,12,0.943,-1.492047382,-1.111621558,-1.492047382
6,8,8-Aug,SB,HT,3,Day2,13,0.961,-1.454787502,,-1.454787502
6,8,8-Aug,SB,HT,3,Day2,14,0.934,-1.571783551,-1.513285527,-1.571783551
6,8,8-Aug,SB,HT,3,Day2,15,0.875,-1.284225244,,-1.284225244
6,8,8-Aug,SB,HT,3,Day2,16,0.862,-0.617231079,-0.950728162,-0.617231079
6,8,8-Aug,SB,HT,3,Day2,17,0.941,-0.789021037,,-0.789021037
6,8,8-Aug,SB,HT,3,Day2,18,0.93,-0.725939152,-0.757480095,-0.725939152
6,8,8-Aug,SB,HT,3,Day2,19,0.867,-0.473836173,,-0.473836173
6,8,8-Aug,SB,HT,3,Day2,20,0.752,-0.330233753,-0.402034963,-0.330233753
6,8,8-Aug,SB,HT,3,Day2,21,0.839,-0.346423031,,-0.346423031
6,8,8-Aug,SB,HT,3,Day2,22,0.718,-0.254803967,-0.300613499,-0.254803967
6,8,8-Aug,SB,HT,3,Day2,23,0.505,-0.162133032,,-0.162133032
6,8,8-Aug,SB,HT,3,Day2,24,0.407,-0.159050574,-0.160591803,-0.159050574
6,8,8-Aug,SB,HT,3,Day2,25,0.367,-0.195909959,,-0.195909959
6,8,8-Aug,SB,HT,3,Day2,26,0.673,-0.316193353,-0.256051656,-0.316193353
6,8,8-Aug,SB,HT,3,Day2,27,0.339,-0.184491921,,-0.184491921
6,8,8-Aug,SB,HT,3,Day2,28,0.699,-0.425971975,-0.305231948,-0.425971975
6,8,8-Aug,SB,HT,3,Day2,29,0.791,-0.517856148,,-0.517856148
6,8,8-Aug,SB,HT,3,Day2,30,0.917,-1.248299911,-0.88307803,-1.248299911
6,8,8-Aug,SB,HT,3,Day2,31,0.837,-1.203834299,,-1.203834299
6,8,8-Aug,SB,HT,3,Day2,32,0.575,-0.24603883,-0.724936565,-0.24603883
6,8,8-Aug,SB,HT,3,Day2,33,0.811,-0.544944264,,-0.544944264
6,8,8-Aug,SB,HT,3,Day2,34,0.932,-1.484596647,-1.014770456,-1.484596647
6,8,8-Aug,SB,HT,3,Day2,35,0.923,-1.512942116,,-1.512942116
6,8,8-Aug,SB,HT,3,Day2,36,0.866,-1.937447156,-1.725194636,-1.937447156
